DEPTH,CALI,GR,DT,RHOB,ILD,NPHI,lstrat,wellname
11185.0,14.2004,66.3408,90.8097,2.5933,3.2677,44.0037,Sele,211/18-9
11185.5,14.2425,65.6259,90.6445,2.5868,3.3095,43.0112,Sele,211/18-9
11186.0,14.2845,68.3637,90.472,2.5805,3.3513,42.6691,Sele,211/18-9
11186.5,14.3094,69.8118,90.3332,2.5685,3.4018,42.51,Sele,211/18-9
11187.0,14.3093,69.301,90.0079,2.5633,3.5266,41.356,Sele,211/18-9
11187.5,14.3253,71.2154,89.1926,2.561,3.6349,39.7534,Sele,211/18-9
11188.0,14.3611,67.8331,88.2157,2.5428,3.6585,39.1704,Sele,211/18-9
11188.5,14.3914,66.8071,86.3274,2.5296,3.6696,39.1605,Sele,211/18-9
11189.0,14.4305,61.8181,84.0965,2.5374,3.6849,38.5821,Sele,211/18-9
11189.5,14.4602,55.0667,84.3856,2.5238,3.8325,37.8566,Sele,211/18-9
11190.0,14.5154,46.9643,85.965,2.4879,4.0396,37.1702,Sele,211/18-9
11190.5,14.8159,40.2692,87.0506,2.4307,4.2471,36.8333,Sele,211/18-9
11191.0,15.1262,37.5466,87.2647,2.3855,4.4683,37.2431,Sele,211/18-9
11191.5,15.0155,35.3214,86.0975,2.3563,4.4489,37.8642,Sele,211/18-9
11192.0,14.8866,33.1131,83.1529,2.391,4.3155,38.3647,Sele,211/18-9
11192.5,15.0061,34.9369,84.8326,2.4312,4.1098,38.812,Sele,211/18-9
11193.0,15.0009,36.8947,86.5986,2.422,3.9696,39.9365,Sele,211/18-9
11193.5,15.2726,37.5023,86.2735,2.3881,4.1492,40.8465,Sele,211/18-9
11194.0,15.4226,38.0514,86.063,2.3579,4.2073,40.2478,Sele,211/18-9
11194.5,15.3291,39.046,85.881,2.3631,4.1407,39.7298,Sele,211/18-9
11195.0,15.0679,40.0406,85.7277,2.422,4.0021,38.8777,Sele,211/18-9
11195.5,14.9352,39.0957,87.7609,2.4383,3.8582,36.449,Sele,211/18-9
11196.0,14.7936,37.2429,90.6807,2.4471,3.7684,34.3634,Sele,211/18-9
11196.5,14.6459,36.8401,90.8117,2.4467,3.7726,34.1771,Sele,211/18-9
11197.0,14.6358,36.4163,89.6607,2.4205,3.8192,34.4495,Sele,211/18-9
11197.5,14.6188,35.567,90.057,2.4067,3.8657,34.4929,Sele,211/18-9
11198.0,14.3902,34.865,88.1117,2.4018,3.9001,34.3921,Sele,211/18-9
11198.5,14.2333,34.1641,88.9221,2.3897,3.9197,34.3182,Sele,211/18-9
11199.0,14.3624,33.549,89.6931,2.3973,3.9393,34.5656,Sele,211/18-9
11199.5,14.4508,33.9299,87.763,2.4199,3.9589,34.5443,Sele,211/18-9
11200.0,14.4096,34.1963,85.1517,2.4227,4.0486,34.1736,Sele,211/18-9
11200.5,14.5292,32.5846,82.3664,2.4205,4.1093,31.2324,Sele,211/18-9
11201.0,14.6489,32.527,79.1868,2.4208,4.1583,29.6404,Sele,211/18-9
11201.5,14.7685,31.0092,78.1255,2.4276,4.242,29.0362,Sele,211/18-9
11202.0,14.7815,30.5555,81.0204,2.444,4.3851,28.3694,Sele,211/18-9
11202.5,14.6519,30.5857,80.324,2.4628,4.5739,28.1969,Sele,211/18-9
11203.0,14.577,31.6249,82.3775,2.4709,4.7672,28.7566,Sele,211/18-9
11203.5,14.592,33.482,83.6658,2.4762,4.6814,30.1757,Sele,211/18-9
11204.0,14.6344,37.0883,84.4234,2.4672,4.5067,31.6823,Sele,211/18-9
11204.5,14.4416,40.0917,85.9064,2.4668,4.2564,32.5552,Sele,211/18-9
11205.0,13.9514,41.9501,84.7701,2.4725,3.9547,33.7087,Sele,211/18-9
11205.5,13.8171,47.312,86.141,2.4751,3.6517,35.4911,Sele,211/18-9
11206.0,14.3236,55.0853,87.4436,2.4665,3.3498,36.8018,Sele,211/18-9
11206.5,14.4938,63.6081,88.1121,2.4795,3.039,39.8779,Sele,211/18-9
11207.0,14.5279,69.4818,89.8157,2.5157,2.8519,41.8769,Sele,211/18-9
11207.5,14.5895,68.8588,90.2316,2.5399,2.7504,43.2399,Sele,211/18-9
11208.0,14.5933,68.6421,90.6109,2.5558,2.6753,43.6359,Sele,211/18-9
11208.5,14.3182,68.9366,88.637,2.5817,2.6303,42.5099,Sele,211/18-9
11209.0,14.3091,68.3516,86.5628,2.6085,2.6192,41.4259,Sele,211/18-9
11209.5,14.192,64.2425,84.5505,2.628,2.637,40.3356,Sele,211/18-9
11210.0,14.0606,59.1511,77.7487,2.6482,2.7341,38.0186,Sele,211/18-9
11210.5,14.1613,54.6164,72.8479,2.6744,2.9018,35.6598,Sele,211/18-9
11211.0,14.046,50.0775,67.9301,2.6999,3.1865,31.5404,Sele,211/18-9
11211.5,14.0107,48.2953,65.6309,2.7212,3.3401,27.615,Sele,211/18-9
11212.0,14.0258,53.6749,69.5998,2.7103,3.4819,26.689,Sele,211/18-9
11212.5,14.004,58.7861,75.0319,2.6821,3.6264,30.4231,Sele,211/18-9
11213.0,13.9729,60.4626,77.99,2.6531,3.7865,33.55,Sele,211/18-9
11213.5,13.993,62.2891,80.8775,2.6228,3.8765,35.9314,Sele,211/18-9
11214.0,14.0131,64.3149,82.7879,2.6292,3.9579,37.7586,Sele,211/18-9
11214.5,14.0332,65.8415,83.8833,2.6425,4.0037,37.4021,Sele,211/18-9
11215.0,14.0533,63.9498,84.2279,2.6499,3.9705,36.6339,Sele,211/18-9
11215.5,14.0719,60.7294,84.0729,2.635,3.9233,36.1656,Sele,211/18-9
11216.0,14.0763,59.4984,83.7445,2.6099,3.886,35.8962,Sele,211/18-9
11216.5,14.0807,61.7662,83.4161,2.6011,3.8693,35.4559,Sele,211/18-9
11217.0,14.0851,64.2512,83.0775,2.5978,3.9396,34.5607,Sele,211/18-9
11217.5,14.0895,66.3981,82.937,2.597,4.0175,34.3708,Sele,211/18-9
11218.0,14.1025,65.9403,83.2281,2.6093,4.0594,34.7276,Sele,211/18-9
11218.5,14.1266,64.6138,83.9864,2.6102,4.0852,34.3099,Sele,211/18-9
11219.0,14.1507,63.2914,84.3443,2.6014,4.1135,34.2045,Sele,211/18-9
11219.5,14.1711,62.0779,84.4933,2.585,4.1128,34.6091,Sele,211/18-9
11220.0,14.1912,61.5783,83.8225,2.592,4.0615,34.9459,Sele,211/18-9
11220.5,14.2113,63.3968,83.2468,2.59,3.9874,35.0683,Sele,211/18-9
11221.0,14.2022,61.7727,83.9254,2.5692,3.9337,35.6068,Sele,211/18-9
11221.5,14.1896,61.7732,84.5258,2.5573,3.9437,36.3191,Sele,211/18-9
11222.0,14.1631,61.6228,84.8399,2.5541,3.9886,36.5421,Sele,211/18-9
11222.5,14.1395,60.4048,84.7294,2.5665,4.0752,36.1471,Sele,211/18-9
11223.0,14.1179,60.5651,84.0437,2.5725,4.1119,36.8784,Sele,211/18-9
11223.5,14.0769,63.924,83.3602,2.5709,4.0775,36.4757,Sele,211/18-9
11224.0,14.0309,67.2883,82.8284,2.5757,3.9977,35.3235,Sele,211/18-9
11224.5,14.0031,69.5515,82.7459,2.5896,3.9131,33.7018,Sele,211/18-9
11225.0,14.0042,65.158,82.7725,2.5753,3.8396,32.7982,Sele,211/18-9
11225.5,14.0261,62.9089,82.9015,2.5703,3.8267,32.8499,Sele,211/18-9
11226.0,14.0229,63.2533,83.3531,2.569,3.8515,33.3037,Sele,211/18-9
11226.5,14.0052,64.05,83.6174,2.5747,3.8397,34.3704,Sele,211/18-9
11227.0,13.9875,64.3197,83.4234,2.5942,3.76,35.9606,Sele,211/18-9
11227.5,13.9699,65.118,83.0595,2.6055,3.6415,36.4297,Sele,211/18-9
11228.0,13.95,66.5152,83.2095,2.5992,3.5151,35.9484,Sele,211/18-9
11228.5,13.9174,68.6849,84.5902,2.5858,3.3899,36.006,Sele,211/18-9
11229.0,13.8837,70.7122,85.3909,2.5749,3.2757,36.6884,Sele,211/18-9
11229.5,13.8477,71.6623,86.271,2.5732,3.2143,36.8908,Sele,211/18-9
11230.0,13.8285,70.9195,86.4473,2.5672,3.1705,36.3931,Sele,211/18-9
11230.5,13.818,68.4629,85.9318,2.5586,3.129,36.0581,Sele,211/18-9
11231.0,13.8075,67.0039,85.412,2.5606,3.1085,36.2772,Sele,211/18-9
11231.5,13.7971,65.3703,85.1963,2.5629,3.0966,35.8365,Sele,211/18-9
11232.0,13.7866,63.8978,85.2328,2.5598,3.0965,34.8155,Sele,211/18-9
11232.5,13.7761,63.498,85.4022,2.5724,3.1079,33.5097,Sele,211/18-9
11233.0,13.7401,63.7475,85.2248,2.5821,3.1261,33.0918,Sele,211/18-9
11233.5,13.7202,64.3948,85.0007,2.5895,3.1444,33.0924,Sele,211/18-9
11234.0,13.7312,65.1516,85.0355,2.577,3.1742,33.1682,Sele,211/18-9
11234.5,13.7489,65.9095,85.3877,2.5651,3.2183,33.4004,Sele,211/18-9
11235.0,13.7729,66.4711,85.8034,2.5517,3.2631,34.3778,Sele,211/18-9
11235.5,13.7429,66.2719,86.2595,2.5791,3.291,35.4861,Sele,211/18-9
11236.0,13.7028,64.0032,86.437,2.5937,3.3039,35.5402,Sele,211/18-9
11236.5,13.656,64.3229,86.3191,2.5907,3.3223,35.1838,Sele,211/18-9
11237.0,13.6107,66.0522,85.8815,2.582,3.3347,35.1402,Sele,211/18-9
11237.5,13.5774,67.25,85.7369,2.5758,3.3089,35.4187,Sele,211/18-9
11238.0,13.5775,68.4479,86.4011,2.5651,3.2486,36.1374,Sele,211/18-9
11238.5,13.5648,70.4069,87.0189,2.5773,3.1893,36.5027,Sele,211/18-9
11239.0,13.5472,74.8089,87.5804,2.5736,3.1357,36.1413,Sele,211/18-9
11239.5,13.5323,74.9915,88.1393,2.5643,3.1266,36.6379,Sele,211/18-9
11240.0,13.5171,73.1119,88.6742,2.5643,3.118,37.1592,Sele,211/18-9
11240.5,13.4963,71.7203,88.7067,2.5624,3.0714,36.9732,Sele,211/18-9
11241.0,13.4755,71.0512,88.289,2.5704,3.0229,37.3461,Sele,211/18-9
11241.5,13.4547,70.9857,88.2616,2.5702,2.9779,37.5245,Sele,211/18-9
11242.0,13.4279,70.9861,88.5936,2.5649,2.9156,36.0363,Sele,211/18-9
11242.5,13.4061,70.4902,88.7735,2.5617,2.8725,35.2893,Sele,211/18-9
11243.0,13.4256,69.0435,89.1432,2.5766,2.8517,35.9179,Sele,211/18-9
11243.5,13.445,69.0499,89.4655,2.5955,2.8518,36.3453,Sele,211/18-9
11244.0,13.4645,71.1233,89.2785,2.5972,2.8363,36.3419,Sele,211/18-9
11244.5,13.484,71.6086,89.0866,2.5805,2.8151,35.8355,Sele,211/18-9
11245.0,13.5009,71.739,89.3338,2.5778,2.7941,35.1952,Sele,211/18-9
11245.5,13.5091,73.7882,89.5438,2.587,2.7736,35.3111,Sele,211/18-9
11246.0,13.5174,73.0294,89.45,2.5796,2.7564,35.5826,Sele,211/18-9
11246.5,13.5256,71.3378,89.2047,2.5688,2.7405,35.5268,Sele,211/18-9
11247.0,13.5339,72.1754,88.8562,2.5615,2.73,35.5219,Sele,211/18-9
11247.5,13.5421,71.3899,88.7282,2.5685,2.7491,35.9111,Sele,211/18-9
11248.0,13.5504,69.1684,88.6991,2.5638,2.7491,36.8248,Sele,211/18-9
11248.5,13.5586,70.3723,89.0009,2.5583,2.7492,37.7788,Sele,211/18-9
11249.0,13.5669,73.5907,89.4432,2.5608,2.7493,38.7031,Sele,211/18-9
11249.5,13.5751,75.799,89.8793,2.5689,2.7426,40.3078,Sele,211/18-9
11250.0,13.5827,74.3657,90.2404,2.565,2.7301,39.9393,Sele,211/18-9
11250.5,13.5894,74.7481,90.5007,2.5641,2.7177,39.2436,Sele,211/18-9
11251.0,13.5961,75.6323,90.6912,2.5638,2.7052,38.5703,Sele,211/18-9
11251.5,13.6028,74.7601,91.0021,2.5591,2.691,38.3171,Sele,211/18-9
11252.0,13.6095,72.9522,91.2031,2.5541,2.6754,38.2194,Sele,211/18-9
11252.5,13.6162,70.9012,91.4032,2.555,2.6597,37.2815,Sele,211/18-9
11253.0,13.6229,69.0037,91.7557,2.5657,2.6439,37.4065,Sele,211/18-9
11253.5,13.6296,70.5063,92.0794,2.5637,2.6303,38.1596,Sele,211/18-9
11254.0,13.6363,74.057,91.8572,2.5638,2.6416,38.9773,Sele,211/18-9
11254.5,13.643,74.3251,91.374,2.5668,2.6505,39.1679,Sele,211/18-9
11255.0,13.6497,75.0809,90.8916,2.5681,2.6526,38.8961,Sele,211/18-9
11255.5,13.6564,76.0947,90.4091,2.5787,2.6672,38.4704,Sele,211/18-9
11256.0,13.6599,75.4705,89.9636,2.5816,2.6669,38.1271,Sele,211/18-9
11256.5,13.6581,73.0553,89.7926,2.5734,2.6482,38.158,Sele,211/18-9
11257.0,13.6563,73.2099,89.6913,2.561,2.6143,38.3234,Sele,211/18-9
11257.5,13.6546,73.2201,89.9718,2.5598,2.5811,39.1584,Sele,211/18-9
11258.0,13.6528,71.8272,90.436,2.5616,2.5517,40.9184,Sele,211/18-9
11258.5,13.651,72.3841,90.6116,2.571,2.5339,40.8026,Sele,211/18-9
11259.0,13.6493,73.2094,90.7818,2.5762,2.5316,39.4099,Sele,211/18-9
11259.5,13.6475,72.4273,91.0955,2.5747,2.5505,38.9237,Sele,211/18-9
11260.0,13.6457,71.0078,91.1898,2.5668,2.5789,39.0148,Sele,211/18-9
11260.5,13.644,70.756,90.9586,2.5658,2.607,39.067,Sele,211/18-9
11261.0,13.6422,71.6715,90.5199,2.5712,2.6334,39.8002,Sele,211/18-9
11261.5,13.6369,72.8587,89.9247,2.5706,2.6646,39.4283,Sele,211/18-9
11262.0,13.6253,72.3143,89.2795,2.5712,2.6736,38.6464,Sele,211/18-9
11262.5,13.6138,72.1521,89.1938,2.575,2.6473,38.7968,Sele,211/18-9
11263.0,13.6022,71.3622,88.9944,2.5688,2.5836,38.4487,Sele,211/18-9
11263.5,13.5907,68.161,88.712,2.5646,2.5336,38.4844,Sele,211/18-9
11264.0,13.5792,67.4106,89.2191,2.5621,2.5038,39.4799,Sele,211/18-9
11264.5,13.5676,68.1438,90.8701,2.5653,2.4929,40.3729,Sele,211/18-9
11265.0,13.5561,68.9765,92.3969,2.5894,2.4819,41.2472,Sele,211/18-9
11265.5,13.5446,69.617,92.0269,2.621,2.4711,41.3577,Sele,211/18-9
11266.0,13.533,69.0992,89.7629,2.6514,2.4751,39.3094,Sele,211/18-9
11266.5,13.5214,68.9003,86.7948,2.6954,2.5113,38.4164,Sele,211/18-9
11267.0,13.5074,69.2542,84.8442,2.7058,2.5309,39.0249,Sele,211/18-9
11267.5,13.4934,70.5652,84.8551,2.6438,2.5808,40.1163,Sele,211/18-9
11268.0,13.4853,76.5791,87.2617,2.5799,2.6297,39.849,Sele,211/18-9
11268.5,13.5053,80.0583,87.0191,2.579,2.6814,39.0652,Sele,211/18-9
11269.0,13.5253,78.9855,86.3669,2.5896,2.7444,38.0074,Sele,211/18-9
11269.5,13.5452,76.4215,85.9609,2.5838,2.8183,37.5245,Sele,211/18-9
11270.0,13.5652,76.5127,86.0092,2.5822,2.859,37.3687,Sele,211/18-9
11270.5,13.5852,78.0037,86.7207,2.5791,2.8852,37.2218,Sele,211/18-9
11271.0,13.6052,77.3029,86.992,2.5588,2.9046,37.1117,Sele,211/18-9
11271.5,13.6252,75.6996,87.6948,2.5606,2.8882,37.753,Sele,211/18-9
11272.0,13.6452,74.6228,88.3943,2.5474,2.8677,39.1897,Sele,211/18-9
11272.5,13.6652,75.2788,88.4888,2.5238,2.8467,40.3371,Sele,211/18-9
11273.0,13.686,75.8222,89.6346,2.5296,2.82,41.2441,Sele,211/18-9
11273.5,13.7121,74.424,90.3933,2.5293,2.7789,40.8964,Sele,211/18-9
11274.0,13.7381,74.4245,90.9205,2.4993,2.7093,40.2693,Sele,211/18-9
11274.5,13.7641,74.425,91.9441,2.4472,2.645,40.6377,Sele,211/18-9
11275.0,13.7822,73.8473,93.6126,2.3932,2.5933,40.787,Sele,211/18-9
11275.5,13.8065,72.6491,94.8724,2.3636,2.5574,40.9754,Sele,211/18-9
11276.0,13.8807,72.4141,94.5164,2.3929,2.5241,40.0376,Sele,211/18-9
11276.5,13.7864,73.2103,94.1219,2.4618,2.4856,39.0852,Sele,211/18-9
11277.0,13.8419,74.0064,92.4096,2.5179,2.469,39.5915,Sele,211/18-9
11277.5,13.9292,74.0286,92.6509,2.5193,2.4852,40.3361,Sele,211/18-9
11278.0,13.9364,74.0272,93.6019,2.5142,2.5061,40.917,Sele,211/18-9
11278.5,13.9024,72.4914,93.0051,2.5197,2.5512,41.1168,Sele,211/18-9
11279.0,13.9037,70.9817,92.3557,2.5321,2.5964,41.0219,Sele,211/18-9
11279.5,13.9772,72.0432,92.7875,2.5599,2.6415,40.5738,Sele,211/18-9
11280.0,14.0329,70.3307,91.0211,2.568,2.6865,40.6506,Sele,211/18-9
11280.5,13.9501,69.5606,88.1305,2.5524,2.7327,41.1669,Sele,211/18-9
11281.0,13.8673,68.7941,87.8909,2.5305,2.7847,41.5873,Sele,211/18-9
11281.5,13.8381,69.9138,88.1501,2.5156,2.8035,41.8215,Sele,211/18-9
11282.0,13.8121,71.5047,89.4098,2.5105,2.7733,40.8879,Sele,211/18-9
11282.5,13.7861,72.6963,92.6231,2.5168,2.7402,40.8974,Sele,211/18-9
11283.0,13.7565,73.7771,93.3083,2.5581,2.7139,41.196,Sele,211/18-9
11283.5,13.6967,74.8649,92.5131,2.5824,2.6809,41.4187,Sele,211/18-9
11284.0,13.6432,75.9018,92.5012,2.5973,2.6478,41.9213,Sele,211/18-9
11284.5,13.6433,76.5447,92.2643,2.5985,2.632,40.9138,Sele,211/18-9
11285.0,13.6433,77.1888,91.8519,2.5753,2.6654,40.7609,Sele,211/18-9
11285.5,13.6433,78.8275,90.6902,2.5625,2.7162,40.545,Sele,211/18-9
11286.0,13.6465,80.048,89.0518,2.5559,2.7667,40.0213,Sele,211/18-9
11286.5,13.6517,79.4907,88.906,2.5455,2.8174,40.2402,Sele,211/18-9
11287.0,13.657,82.3962,87.8265,2.5392,2.8801,40.218,Sele,211/18-9
11287.5,13.6622,83.7949,87.4545,2.5441,2.9294,40.117,Sele,211/18-9
11288.0,13.6031,83.3407,88.8578,2.5442,2.977,39.8126,Sele,211/18-9
11288.5,13.5233,83.0261,88.5318,2.5537,3.0128,39.4326,Sele,211/18-9
11289.0,13.594,83.955,89.6413,2.5596,2.9986,38.441,Sele,211/18-9
11289.5,13.6464,85.2067,89.416,2.5558,2.9392,38.0831,Sele,211/18-9
11290.0,13.6511,86.4584,89.9181,2.5569,2.9071,38.0743,Sele,211/18-9
11290.5,13.6557,86.2008,90.284,2.5726,2.8753,38.4054,Sele,211/18-9
11291.0,13.6603,81.6479,89.677,2.5985,2.8434,38.5707,Sele,211/18-9
11291.5,13.665,77.318,90.6294,2.5885,2.807,38.9191,Sele,211/18-9
11292.0,13.6696,75.5869,90.6261,2.5865,2.7673,39.324,Sele,211/18-9
11292.5,13.6743,75.0105,90.4944,2.59,2.726,39.4853,Sele,211/18-9
11293.0,13.6789,74.8783,91.0968,2.5903,2.7056,39.7032,Sele,211/18-9
11293.5,13.6836,74.2426,91.1267,2.5921,2.7057,39.2198,Sele,211/18-9
11294.0,13.7147,71.6518,90.0123,2.5965,2.7409,38.366,Sele,211/18-9
11294.5,13.7489,72.6487,88.9055,2.6146,2.7563,38.3092,Sele,211/18-9
11295.0,13.7831,71.2967,88.0073,2.6178,2.787,37.9649,Sele,211/18-9
11295.5,13.8172,70.8395,87.2957,2.6286,2.8425,37.667,Sele,211/18-9
11296.0,13.8514,71.1653,87.5657,2.6247,2.8956,37.8683,Sele,211/18-9
11296.5,13.8856,72.5601,87.6741,2.6154,2.9571,36.5825,Sele,211/18-9
11297.0,13.9198,73.9608,87.1321,2.6124,2.991,36.5123,Sele,211/18-9
11297.5,13.9288,75.9866,87.0435,2.6228,3.0235,37.3125,Sele,211/18-9
11298.0,13.9344,79.4581,86.9803,2.6189,3.0236,38.3059,Sele,211/18-9
11298.5,13.94,81.7836,87.395,2.6042,3.0307,38.8499,Sele,211/18-9
11299.0,13.9456,80.4564,86.7131,2.5806,3.073,39.1796,Sele,211/18-9
11299.5,13.9512,77.5217,87.009,2.5887,3.0802,39.8656,Sele,211/18-9
11300.0,13.9568,74.63,86.8922,2.5999,3.1409,40.4215,Sele,211/18-9
11300.5,13.9624,72.6364,86.0883,2.5982,3.12,40.4789,Sele,211/18-9
11301.0,14.004,70.3424,86.4369,2.6058,3.0979,40.5263,Sele,211/18-9
11301.5,14.0609,70.6604,87.2459,2.6211,3.0559,40.5629,Sele,211/18-9
11302.0,14.1177,67.2596,86.6644,2.6364,3.1091,40.4103,Sele,211/18-9
11302.5,14.1745,64.1718,86.8056,2.6337,3.1091,40.1272,Sele,211/18-9
11303.0,14.2315,62.3107,86.3737,2.6343,3.0666,39.6404,Sele,211/18-9
11303.5,14.2883,65.1855,85.7831,2.6274,3.0431,38.6877,Sele,211/18-9
11304.0,14.3432,69.6476,85.6428,2.6163,3.0979,38.0762,Sele,211/18-9
11304.5,14.3282,72.701,86.2436,2.5922,3.1499,38.3242,Sele,211/18-9
11305.0,14.2872,73.9621,86.9404,2.5888,3.1841,38.6637,Sele,211/18-9
11305.5,14.2349,70.9387,87.1423,2.5837,3.2325,37.5413,Sele,211/18-9
11306.0,14.1846,68.8652,86.7975,2.5867,3.2564,36.8472,Sele,211/18-9
11306.5,14.2049,68.0908,85.7797,2.5893,3.2505,36.9831,Sele,211/18-9
11307.0,14.2349,68.432,85.21,2.5812,3.2265,37.1909,Sele,211/18-9
11307.5,14.244,67.6995,86.1134,2.5768,3.1746,37.4147,Sele,211/18-9
11308.0,14.2007,66.9995,87.4251,2.5934,3.0974,38.1485,Sele,211/18-9
11308.5,14.1126,69.2553,89.8491,2.5908,3.0246,38.5518,Sele,211/18-9
11309.0,14.0527,70.5964,90.351,2.5892,2.954,38.0187,Sele,211/18-9
11309.5,14.023,70.0109,90.0405,2.6028,2.8616,38.0274,Sele,211/18-9
11310.0,13.9717,70.4512,90.5403,2.61,2.8167,38.911,Sele,211/18-9
11310.5,13.8869,73.1183,89.3864,2.6017,2.8093,39.3804,Sele,211/18-9
11311.0,13.797,73.8613,87.1542,2.5861,2.8093,38.6452,Sele,211/18-9
11311.5,13.7229,72.0703,86.7191,2.5837,2.8093,37.4814,Sele,211/18-9
11312.0,13.7101,70.1602,86.629,2.5977,2.8181,35.5623,Sele,211/18-9
11312.5,13.6973,69.2768,84.901,2.6124,2.8506,34.4379,Sele,211/18-9
11313.0,13.6845,69.277,86.7917,2.6187,2.8973,34.7495,Sele,211/18-9
11313.5,13.6717,68.85,87.3291,2.612,2.9468,35.8663,Sele,211/18-9
11314.0,13.6588,69.1181,87.464,2.5936,2.9766,37.1892,Sele,211/18-9
11314.5,13.646,70.205,88.0878,2.5909,3.0182,38.3226,Sele,211/18-9
11315.0,13.6332,70.8739,87.5547,2.6012,3.0722,38.1396,Sele,211/18-9
11315.5,13.6204,69.5809,86.9464,2.6086,3.1332,37.4852,Sele,211/18-9
11316.0,13.6075,68.9454,86.2843,2.612,3.1954,36.8572,Sele,211/18-9
11316.5,13.5947,68.799,85.6221,2.6241,3.2574,36.4965,Sele,211/18-9
11317.0,13.5819,66.514,85.0795,2.6329,3.3184,36.6592,Sele,211/18-9
11317.5,13.5691,65.5555,84.71,2.6507,3.3886,36.3439,Sele,211/18-9
11318.0,13.5562,63.7245,84.3721,2.6599,3.4678,37.2975,Sele,211/18-9
11318.5,13.5434,63.6089,84.4764,2.6637,3.5696,38.0615,Sele,211/18-9
11319.0,13.5306,65.3978,85.6558,2.665,3.6891,38.5838,Sele,211/18-9
11319.5,13.5223,65.7455,85.5796,2.659,3.7839,38.7154,Sele,211/18-9
11320.0,13.5158,66.2311,85.4185,2.6493,3.9127,38.5116,Sele,211/18-9
11320.5,13.5093,68.4889,84.5393,2.6522,4.1099,36.3351,Sele,211/18-9
11321.0,13.5028,68.442,83.5926,2.6433,4.2901,34.1938,Sele,211/18-9
11321.5,13.4963,66.0986,82.616,2.6171,4.518,32.6908,Sele,211/18-9
11322.0,13.4899,61.4903,80.4871,2.5869,4.7969,31.3749,Sele,211/18-9
11322.5,13.4834,58.7197,79.208,2.5811,5.104,30.4859,Sele,211/18-9
11323.0,13.4769,59.2594,79.7262,2.5978,5.5497,30.9995,Sele,211/18-9
11323.5,13.4704,59.0158,79.8131,2.6156,5.9953,32.1004,Sele,211/18-9
11324.0,13.4709,57.7164,79.5213,2.6088,6.441,32.2446,Sele,211/18-9
11324.5,13.4771,56.7289,79.175,2.59,6.8663,31.1491,Sele,211/18-9
11325.0,13.4834,58.843,78.9156,2.5743,7.1135,31.0084,Sele,211/18-9
11325.5,13.4897,57.4705,78.8247,2.5702,7.2127,31.1158,Sele,211/18-9
11326.0,13.4959,55.934,78.7896,2.5672,7.2128,31.3789,Sele,211/18-9
11326.5,13.5022,55.2418,78.6068,2.5623,7.213,31.496,Sele,211/18-9
11327.0,13.5085,52.356,78.3973,2.5494,7.2577,31.3837,Sele,211/18-9
11327.5,13.5147,50.6282,78.1885,2.5739,7.3188,31.8562,Sele,211/18-9
11328.0,13.521,51.095,77.9794,2.5982,7.3735,32.3631,Sele,211/18-9
11328.5,13.5272,52.3491,77.8715,2.5993,7.4027,32.0338,Sele,211/18-9
11329.0,13.5335,51.2372,77.8007,2.5898,7.3879,32.7841,Sele,211/18-9
11329.5,13.5398,51.1283,77.7298,2.583,7.5065,33.5322,Sele,211/18-9
11330.0,13.546,53.2411,77.7962,2.5968,7.6251,33.2846,Sele,211/18-9
11330.5,13.5668,55.3479,77.8777,2.5957,7.686,33.1496,Sele,211/18-9
11331.0,13.5936,55.6012,77.9593,2.5986,7.6609,33.1976,Sele,211/18-9
11331.5,13.6204,55.665,78.057,2.5937,7.61,32.914,Sele,211/18-9
11332.0,13.6472,55.7288,78.2068,2.5858,7.5171,31.1092,Sele,211/18-9
11332.5,13.6739,55.5981,78.3569,2.5867,7.4363,30.5751,Sele,211/18-9
11333.0,13.7007,55.1769,78.5069,2.5922,7.3617,31.0687,Sele,211/18-9
11333.5,13.7275,56.1835,78.8177,2.5953,7.3011,31.9325,Sele,211/18-9
11334.0,13.7543,56.6976,79.1719,2.5874,7.2484,33.1123,Sele,211/18-9
11334.5,13.7811,58.4058,79.8486,2.5603,7.1674,34.0509,Sele,211/18-9
11335.0,13.8079,61.0145,80.5221,2.5786,7.0247,34.2046,Sele,211/18-9
11335.5,13.8347,60.7928,81.0854,2.581,6.9214,33.8773,Sele,211/18-9
11336.0,13.8615,59.1353,80.7482,2.5823,6.8896,33.0171,Sele,211/18-9
11336.5,13.8863,58.2412,79.9252,2.5828,6.866,31.5674,Sele,211/18-9
11337.0,13.8582,59.0837,79.129,2.5751,6.8355,29.8937,Sele,211/18-9
11337.5,13.8301,60.3757,78.3435,2.5843,6.89,29.4189,Sele,211/18-9
11338.0,13.8056,61.0582,77.5236,2.5925,7.0451,28.5008,Sele,211/18-9
11338.5,13.7952,59.3738,76.2902,2.5816,7.2038,26.1082,Sele,211/18-9
11339.0,13.7849,57.5898,75.0549,2.5873,7.3646,25.0005,Sele,211/18-9
11339.5,13.7745,56.078,73.9609,2.6041,7.6482,24.653,Sele,211/18-9
11340.0,13.7642,54.5565,73.6336,2.6065,7.9931,24.2059,Sele,211/18-9
11340.5,13.7538,53.0781,73.792,2.5995,8.3375,24.2358,Sele,211/18-9
11341.0,13.7435,51.3789,73.279,2.5873,8.6819,24.5635,Sele,211/18-9
11341.5,13.7331,48.981,73.4318,2.6042,9.0932,24.7898,Sele,211/18-9
