,wellname,GR,DT,RHOB,ILD,Top,TopX,TopY
12651,14/20-11,15.4917,65.3741,,9.0759,,,
12652,14/20-11,16.1574,65.2189,,8.7613,,,
12653,14/20-11,16.6461,65.4368,,8.4429,,,
12654,14/20-11,17.641,65.8714,,8.136,,,
12655,14/20-11,17.2927,66.6125,,7.8398,,,
12656,14/20-11,16.0906,67.6883,,7.5549,,,
12657,14/20-11,15.3035,68.7638,,7.2803,,,
12658,14/20-11,14.5922,69.4848,,7.0799,,,
12659,14/20-11,15.0796,69.4105,,6.8861,,,
12660,14/20-11,16.073,68.9128,,6.6976,,,
12661,14/20-11,16.4937,68.915,,6.5749,,,
12662,14/20-11,16.9378,68.924,,6.5144,,,
12663,14/20-11,16.6537,70.0226,,6.4535,,,
12664,14/20-11,16.3711,71.1921,,6.3362,,,
12665,14/20-11,15.6773,70.628,,6.2793,,,
12666,14/20-11,15.0398,68.5493,,6.2793,,,
12667,14/20-11,15.0833,65.4793,,6.2793,,,
12668,14/20-11,14.8164,64.4572,,6.2793,,,
12669,14/20-11,14.2422,65.8663,,6.2793,,,
12670,14/20-11,13.8749,67.8434,,6.2881,,,
12671,14/20-11,14.5101,69.0725,,6.4651,,,
12672,14/20-11,14.8454,69.292,,6.6434,,,
12673,14/20-11,14.8959,68.9025,,6.7848,,,
12674,14/20-11,14.8431,68.9475,,7.1673,,,
12675,14/20-11,15.3826,68.3211,,7.5117,,,
12676,14/20-11,15.7707,66.8431,,7.9414,,,
12677,14/20-11,14.6692,65.5503,,8.3955,,,
12678,14/20-11,15.2293,64.3081,,8.9507,,,
12679,14/20-11,15.6051,62.5048,,9.2273,,,
12680,14/20-11,16.011,60.822,,9.5687,,,
12681,14/20-11,16.0203,60.0644,,9.5918,,,
12682,14/20-11,14.1634,60.7727,,9.4269,,,
12683,14/20-11,12.9633,62.8376,,9.254,,,
12684,14/20-11,12.9646,64.5577,,9.005,,,
12685,14/20-11,13.7297,64.7854,,8.6054,,,
12686,14/20-11,14.161,63.7862,,8.2888,,,
12687,14/20-11,14.0031,63.6513,,7.9875,,,
12688,14/20-11,14.1863,64.7921,,7.6972,,,
12689,14/20-11,14.1586,65.3987,,7.5526,,,
12690,14/20-11,13.8293,66.0093,,7.4138,,,
12691,14/20-11,13.9946,65.8503,,7.2778,,,
12692,14/20-11,15.0922,65.2017,,7.2763,,,
12693,14/20-11,15.9633,65.2582,,7.3435,,,
12694,14/20-11,16.0979,64.9855,,7.4804,,,
12695,14/20-11,15.367,64.2118,,7.5511,,,
12696,14/20-11,15.731,64.2345,,7.764,,,
12697,14/20-11,17.4241,64.6575,,7.9841,,,
12698,14/20-11,19.2323,64.895,,8.2829,,,
12699,14/20-11,20.0552,65.2027,,8.5189,,,
12700,14/20-11,20.1304,65.0856,,8.8373,,,
12701,14/20-11,19.6889,63.9681,,9.0828,,,
12702,14/20-11,19.8222,63.0371,,9.2488,,,
12703,14/20-11,20.1075,62.4849,,9.3348,,,
12704,14/20-11,20.132,62.2402,,9.4169,,,
12705,14/20-11,19.8602,63.0936,,9.4169,,,
12706,14/20-11,19.7473,62.8721,,9.4114,,,
12707,14/20-11,18.7431,62.2871,,9.3188,,,
12708,14/20-11,17.2227,62.6478,,9.1541,,,
12709,14/20-11,16.9115,63.5353,,9.0651,,,
12710,14/20-11,17.6227,64.3836,,8.9226,,,
12711,14/20-11,18.0434,64.105,,8.761,,,
12712,14/20-11,17.3392,63.0256,,8.6,,,
12713,14/20-11,17.1939,62.9053,,8.4423,,,
12714,14/20-11,17.4647,63.9236,,8.4317,,,
12715,14/20-11,16.6472,64.869,,8.3589,,,
12716,14/20-11,15.9523,65.7737,,8.4276,,,
12717,14/20-11,15.4477,66.5637,,8.4317,,,
12718,14/20-11,15.3265,66.1968,,8.5816,,,
12719,14/20-11,16.0729,64.9594,,8.5884,,,
12720,14/20-11,17.6412,63.0999,,8.665,,,
12721,14/20-11,18.6528,61.1718,,8.5141,,,
12722,14/20-11,18.464,61.1232,,8.4334,,,
12723,14/20-11,17.3933,63.6594,,8.3558,,,
12724,14/20-11,16.0409,67.0296,,8.2789,,,
12725,14/20-11,15.7205,68.2519,,8.1274,,,
12726,14/20-11,16.3976,67.2248,,7.8336,,,
12727,14/20-11,16.9939,66.4669,,7.6894,,,
12728,14/20-11,17.7827,66.4019,,7.4789,,,
12729,14/20-11,18.2739,66.7759,,7.2754,,,
12730,14/20-11,18.5351,66.8446,,7.2061,,,
12731,14/20-11,17.8771,66.1325,,7.0102,,,
12732,14/20-11,17.9787,66.1676,,6.8803,,,
12733,14/20-11,18.1121,66.5999,,6.6916,,,
12734,14/20-11,16.8931,66.5996,,6.5061,,,
12735,14/20-11,16.8495,66.7855,,6.2698,,,
12736,14/20-11,15.8762,66.9975,,6.047,,,
12737,14/20-11,15.0161,68.0299,,5.9361,,,
12738,14/20-11,14.7214,69.4721,,5.8332,,,
12739,14/20-11,14.4558,69.6933,,5.8332,,,
12740,14/20-11,14.9468,70.0875,,5.8406,,,
12741,14/20-11,15.3445,69.5567,,5.9495,,,
12742,14/20-11,15.8022,68.5051,,6.0697,,,
12743,14/20-11,17.0953,68.1267,,6.2958,,,
12744,14/20-11,18.1864,66.7288,,6.4988,,,
12745,14/20-11,17.3825,65.828,,6.7414,,,
12746,14/20-11,16.4185,65.3991,,6.9357,,,
12747,14/20-11,15.5918,64.7796,,7.0697,,,
12748,14/20-11,15.3843,64.7321,,7.2018,,,
12749,14/20-11,15.9967,65.0898,,7.2727,,,
12750,14/20-11,15.8836,65.393,,7.2763,,,
12751,14/20-11,15.7321,66.0541,,7.3406,,,
12752,14/20-11,16.6897,66.7675,,7.4089,,,
12753,14/20-11,16.5702,66.4596,,7.4778,,,
12754,14/20-11,15.6445,65.3963,,7.5473,,,
12755,14/20-11,15.1738,64.2747,,7.5493,,,
12756,14/20-11,15.5686,62.8226,,7.4815,,,
12757,14/20-11,15.9364,62.8628,,7.4802,,,
12758,14/20-11,16.1014,64.6263,,7.4123,,,
12759,14/20-11,16.014,66.2049,,7.4116,,,
12760,14/20-11,15.4225,67.3673,,7.4116,,,
12761,14/20-11,14.8356,66.9174,,7.4116,,,
12762,14/20-11,14.4202,65.8488,,7.4116,,,
12763,14/20-11,14.877,65.9163,,7.4126,,,
12764,14/20-11,15.4519,66.5261,,7.4816,,,
12765,14/20-11,15.6808,66.8318,,7.553,,,
12766,14/20-11,15.2319,66.124,,7.6919,,,
12767,14/20-11,15.5428,64.5765,,7.7634,,,
12768,14/20-11,16.7252,63.7993,,7.8327,,,
12769,14/20-11,17.4202,64.5953,,7.8359,,,
12770,14/20-11,16.9348,65.8379,,7.9162,,,
12771,14/20-11,16.5223,66.7549,,8.1349,,,
12772,14/20-11,16.5946,66.8366,,8.2871,,,
12773,14/20-11,17.0883,65.5253,,8.4473,,,
12774,14/20-11,17.5735,64.2416,,8.685,,,
12775,14/20-11,17.3687,62.9975,,8.9229,,,
12776,14/20-11,17.0771,62.3423,,9.0998,,,
12777,14/20-11,16.9756,62.3223,,9.3936,,,
12778,14/20-11,17.8735,62.2764,,9.7437,,,
12779,14/20-11,18.5429,63.0909,,9.7705,,,
12780,14/20-11,18.4073,64.0661,,9.7704,,,
12781,14/20-11,18.2721,64.3035,,9.4387,,,
12782,14/20-11,19.2308,63.2909,,9.0956,,,
12783,14/20-11,19.8699,62.6429,,8.765,,,
12784,14/20-11,19.4677,62.9863,,8.2997,,,
12785,14/20-11,17.9119,64.3578,,7.9905,,,
12786,14/20-11,15.9876,66.63,,7.7686,,,
12787,14/20-11,15.636,67.4916,,7.5559,,,
12788,14/20-11,15.3618,67.4838,,7.2834,,,
12789,14/20-11,15.4091,66.2737,,7.2111,,,
12790,14/20-11,15.9556,65.365,,7.0165,,,
12791,14/20-11,16.2848,65.5678,,6.9496,,,
12792,14/20-11,16.1136,65.3816,,6.9488,,,
12793,14/20-11,17.0835,66.2306,,6.9488,,,
12794,14/20-11,16.3964,67.5707,,6.9488,,,
12795,14/20-11,16.1484,67.4163,,6.9488,,,
12796,14/20-11,17.2349,66.7721,,6.9479,,,
12797,14/20-11,17.8525,66.4477,,6.8827,,,
12798,14/20-11,17.612,65.4232,,6.7594,,,
12799,14/20-11,17.056,64.2863,,6.7594,,,
12800,14/20-11,16.1904,63.7657,,6.7594,,,
12801,14/20-11,15.5173,64.5351,,6.7643,,,
12802,14/20-11,15.0502,66.1365,,6.8906,,,
12803,14/20-11,15.2069,67.5562,,7.0194,,,
12804,14/20-11,15.5261,67.6371,,7.1505,,,
12805,14/20-11,16.7173,65.1696,,7.2763,,,
12806,14/20-11,17.4661,63.2041,,7.2805,,,
12807,14/20-11,17.3221,63.58,,7.353,,,
12808,14/20-11,17.4599,64.304,,7.4852,,,
12809,14/20-11,16.0837,65.3489,,7.5493,,,
12810,14/20-11,14.3347,66.0692,,7.5494,,,
12811,14/20-11,14.4201,66.2576,,7.4855,,,
12812,14/20-11,15.3764,66.3154,,7.3537,,,
12813,14/20-11,16.4885,66.3644,,7.2809,,,
12814,14/20-11,18.2192,66.7193,,7.1521,,,
12815,14/20-11,19.7392,66.9282,,7.0207,,,
12816,14/20-11,21.0851,66.2786,,7.013,,,
12817,14/20-11,20.7038,64.8998,,6.8913,,,
12818,14/20-11,19.0888,64.92,,6.7649,,,
12819,14/20-11,17.3396,66.5109,,6.7595,,,
12820,14/20-11,16.4407,67.7435,,6.6996,,,
12821,14/20-11,16.1736,69.1273,,6.6975,,,
12822,14/20-11,16.6243,69.457,,6.6975,,,
12823,14/20-11,17.5203,68.1685,,6.6975,,,
12824,14/20-11,19.2633,67.8626,,6.6975,,,
12825,14/20-11,19.782,67.8537,,6.6975,,,
12826,14/20-11,19.0854,67.4265,,6.6975,,,
12827,14/20-11,18.365,67.3544,,6.6973,,,
12828,14/20-11,18.0969,67.2718,,6.5745,,,
12829,14/20-11,18.4289,67.4695,,6.453,,,
12830,14/20-11,18.5544,68.1638,,6.2753,,,
12831,14/20-11,19.0357,68.7494,,6.0472,,,
12832,14/20-11,19.7363,69.7371,,5.8278,,,
12833,14/20-11,19.4474,70.8011,,5.6157,,,
12834,14/20-11,19.5905,70.904,,5.4116,,,
12835,14/20-11,20.5421,69.8544,,5.2189,,,
12836,14/20-11,20.7584,68.8074,,5.1232,,,
12837,14/20-11,21.0056,69.5244,,5.0364,,,
12838,14/20-11,20.1701,70.9667,,5.0861,,,
12839,14/20-11,19.2468,72.3115,,5.1872,,,
12840,14/20-11,19.2187,73.1122,,5.3825,,,
12841,14/20-11,19.1467,71.4654,,5.5893,,,
12842,14/20-11,19.6609,69.3232,,5.8588,,,
12843,14/20-11,20.4303,68.3181,,6.1893,,,
12844,14/20-11,21.341,67.4127,,6.4908,,,
12845,14/20-11,20.5079,66.7324,,6.9167,,,
12846,14/20-11,18.7607,66.1169,,7.2535,,,
12847,14/20-11,17.7169,65.6542,,7.4671,,,
12848,14/20-11,16.8116,65.274,,7.5453,,,
12849,14/20-11,15.2312,63.9899,,7.2913,,,
12850,14/20-11,14.6809,63.2377,,7.0263,,,
12851,14/20-11,15.6429,64.5797,,6.653,,,
12852,14/20-11,16.8571,66.7806,,6.2384,,,
12853,14/20-11,17.4811,68.8978,,5.9516,,,
12854,14/20-11,17.0884,70.5686,,5.7334,,,
12855,14/20-11,17.1027,71.5119,,5.5248,,,
12856,14/20-11,17.4651,71.7101,,5.4209,,,
12857,14/20-11,18.4771,71.7094,,5.4189,,,
12858,14/20-11,18.6561,70.1107,,5.4189,,,
12859,14/20-11,19.3583,67.7733,,5.4191,,,
12860,14/20-11,19.7754,66.944,,5.5196,,,
12861,14/20-11,18.4576,67.207,,5.6225,,,
12862,14/20-11,16.9591,68.4728,,5.6753,,,
12863,14/20-11,15.3208,70.2959,,5.7805,,,
12864,14/20-11,15.3216,71.208,,5.8332,,,
12865,14/20-11,15.9499,69.8886,,5.8333,,,
12866,14/20-11,16.4211,68.6788,,5.8332,,,
12867,14/20-11,16.1634,68.9742,,5.8333,,,
12868,14/20-11,14.9359,69.1444,,5.8378,,,
12869,14/20-11,14.9129,69.1822,,5.9467,,,
12870,14/20-11,15.1941,68.341,,6.0578,,,
12871,14/20-11,15.6802,66.8226,,6.1678,,,
12872,14/20-11,16.4677,67.3695,,6.2252,,,
12873,14/20-11,15.9183,69.2053,,6.2793,,,
12874,14/20-11,15.3198,70.1967,,6.2873,,,
12875,14/20-11,15.1575,68.6388,,6.3873,,,
12876,14/20-11,16.4998,65.2831,,6.2793,,,
12877,14/20-11,16.5304,63.5152,,6.2792,,,
12878,14/20-11,16.756,65.0363,,6.1734,,,
12879,14/20-11,15.7268,67.6247,,6.1647,,,
12880,14/20-11,15.8454,68.7947,,6.112,,,
12881,14/20-11,16.2748,69.1082,,6.1081,,,
12882,14/20-11,18.2153,67.9731,,6.0554,,,
12883,14/20-11,19.5008,67.6828,,6.0522,,,
12884,14/20-11,19.0226,68.4613,,6.0522,,,
12885,14/20-11,17.9086,68.7441,,6.1602,,,
12886,14/20-11,18.4358,69.0231,,6.2753,,,
12887,14/20-11,18.7259,69.0703,,6.5078,,,
12888,14/20-11,18.5821,68.6862,,6.633,,,
12889,14/20-11,17.7609,67.3723,,6.7567,,,
12890,14/20-11,16.9557,66.4706,,6.9458,,,
12891,14/20-11,16.1559,66.0313,,7.1413,,,
12892,14/20-11,13.987,65.628,,7.2755,,,
12893,14/20-11,13.0979,65.3238,,7.4799,,,
12894,14/20-11,13.2549,64.5233,,7.5496,,,
12895,14/20-11,13.166,64.4399,,7.6187,,,
12896,14/20-11,13.7351,64.7323,,7.5474,,,
12897,14/20-11,13.3991,65.2507,,7.4092,,,
12898,14/20-11,14.1981,65.8348,,7.2699,,,
12899,14/20-11,15.7609,66.1353,,7.0058,,,
12900,14/20-11,16.0251,66.6866,,6.7553,,,
12901,14/20-11,15.5018,66.942,,6.6314,,,
12902,14/20-11,14.9691,67.5444,,6.5123,,,
12903,14/20-11,15.1904,68.679,,6.4523,,,
12904,14/20-11,15.4457,69.0229,,6.396,,,
12905,14/20-11,15.905,68.1523,,6.396,,,
12906,14/20-11,16.6512,66.7119,,6.396,,,
12907,14/20-11,17.7128,65.4335,,6.4001,,,
12908,14/20-11,18.2164,64.9248,,6.4596,,,
12909,14/20-11,18.7146,65.8537,,6.5231,,,
12910,14/20-11,18.6646,67.429,,6.6274,,,
12911,14/20-11,17.1692,68.3928,,6.75,,,
12912,14/20-11,16.5197,68.3904,,6.8761,,,
12913,14/20-11,16.89,67.4933,,7.0045,,,
12914,14/20-11,16.9923,66.5496,,7.0739,,,
12915,14/20-11,17.131,65.8005,,7.1397,,,
12916,14/20-11,18.0921,65.3071,,7.1435,,,
12917,14/20-11,18.3268,64.8543,,7.1435,,,
12918,14/20-11,17.8914,65.3555,,7.0809,,,
12919,14/20-11,16.5258,66.6129,,7.0157,,,
12920,14/20-11,15.4323,68.2454,,6.8893,,,
12921,14/20-11,15.5015,69.4935,,6.7629,,,
12922,14/20-11,15.4425,69.3472,,6.6391,,,
12923,14/20-11,15.5841,68.501,,6.5173,,,
12924,14/20-11,15.8397,67.4648,,6.515,,,
12925,14/20-11,16.5383,67.1087,,6.515,,,
12926,14/20-11,17.0963,67.3019,,6.515,,,
12927,14/20-11,17.4346,67.2198,,6.6363,,,
12928,14/20-11,18.1733,67.0658,,6.7594,,,
12929,14/20-11,17.5535,66.8476,,6.7611,,,
12930,14/20-11,16.5796,66.3232,,6.8862,,,
12931,14/20-11,16.871,65.9666,,6.9502,,,
12932,14/20-11,17.0824,65.9054,,7.0148,,,
12933,14/20-11,16.3133,66.5286,,7.0801,,,
12934,14/20-11,15.9005,67.4537,,7.1484,,,
12935,14/20-11,14.9282,67.7926,,7.2763,,,
12936,14/20-11,14.9663,67.414,,7.2763,,,
12937,14/20-11,15.7617,66.0898,,7.2727,,,
12938,14/20-11,16.2977,64.6358,,7.2057,,,
12939,14/20-11,16.1996,63.9944,,7.1353,,,
12940,14/20-11,15.5343,64.5629,,6.9963,,,
12941,14/20-11,15.6663,65.7613,,6.755,,,
12942,14/20-11,15.9266,66.8398,,6.688,,,
12943,14/20-11,15.9734,67.5947,,6.5626,,,
12944,14/20-11,15.8471,67.6828,,6.4084,,,
12945,14/20-11,16.3677,67.1714,,6.288,,,
12946,14/20-11,16.8962,66.6882,,6.1728,,,
12947,14/20-11,16.5686,66.6942,,6.1647,,,
12948,14/20-11,15.3176,67.7144,,6.1647,,,
12949,14/20-11,14.5312,67.7518,,6.1647,,,
12950,14/20-11,15.0626,67.1117,,6.2736,,,
12951,14/20-11,16.3259,67.3895,,6.2795,,,
12952,14/20-11,17.2628,67.5849,,6.3914,,,
12953,14/20-11,16.5066,67.6944,,6.5108,,,
12954,14/20-11,15.9062,68.1249,,6.5734,,,
12955,14/20-11,15.535,67.8876,,6.6945,,,
12956,14/20-11,16.0976,66.4605,,6.7583,,,
12957,14/20-11,15.8874,65.7136,,6.8833,,,
12958,14/20-11,14.656,64.8027,,6.8226,,,
12959,14/20-11,15.9504,64.3704,,6.7598,,,
12960,14/20-11,16.9193,65.1333,,6.7595,,,
12961,14/20-11,17.0208,67.1222,,6.6971,,,
12962,14/20-11,16.7682,68.8365,,6.6361,,,
12963,14/20-11,17.1695,69.0278,,6.6347,,,
12964,14/20-11,17.8109,69.1898,,6.5753,,,
12965,14/20-11,18.0417,68.0665,,6.5775,,,
12966,14/20-11,17.9044,66.8362,,6.6387,,,
12967,14/20-11,17.0407,66.4177,,6.7006,,,
12968,14/20-11,16.0523,66.1531,,6.7594,,,
12969,14/20-11,16.6197,65.5999,,6.7594,,,
12970,14/20-11,17.697,65.0925,,6.7594,,,
12971,14/20-11,18.0565,65.4602,,6.7552,,,
12972,14/20-11,17.7817,66.3321,,6.7016,,,
12973,14/20-11,17.1865,67.7943,,6.5841,,,
12974,14/20-11,17.9609,68.6607,,6.519,,,
12975,14/20-11,17.6031,68.6601,,6.4588,,,
12976,14/20-11,18.0996,68.1993,,6.399,,,
12977,14/20-11,18.4308,68.0684,,6.2846,,,
12978,14/20-11,18.1849,68.0584,,6.2793,,,
12979,14/20-11,18.3511,67.1148,,6.2793,,,
12980,14/20-11,18.792,65.8294,,6.2793,,,
12981,14/20-11,18.3765,65.2836,,6.2793,,,
12982,14/20-11,17.5116,65.8222,,6.2793,,,
12983,14/20-11,16.8915,66.9772,,6.2793,,,
12984,14/20-11,16.8922,68.2421,,6.2793,,,
12985,14/20-11,17.3698,67.1544,,6.2793,,,
12986,14/20-11,17.6388,64.4209,,6.2793,,,
12987,14/20-11,17.4235,63.2994,,6.2825,,,
12988,14/20-11,17.1272,64.0336,,6.3981,,,
12989,14/20-11,17.713,64.7858,,6.4577,,,
12990,14/20-11,18.0489,65.3141,,6.5149,,,
12991,14/20-11,18.0701,66.1056,,6.5184,,,
12992,14/20-11,17.7828,66.4694,,6.5752,,,
12993,14/20-11,17.1894,66.4689,,6.5752,,,
12994,14/20-11,16.8081,65.6828,,6.5711,,,
12995,14/20-11,17.7057,64.7273,,6.5191,,,
12996,14/20-11,18.1237,65.0702,,6.515,,,
12997,14/20-11,16.4245,65.8362,,6.515,,,
12998,14/20-11,15.6255,66.5774,,6.5149,,,
12999,14/20-11,15.7241,67.1828,,6.4584,,,
13000,14/20-11,15.955,66.6472,,6.3987,,,
13001,14/20-11,17.408,65.6326,,6.2838,,,
13002,14/20-11,17.9098,64.8461,,6.2234,,,
13003,14/20-11,17.6648,63.9109,,6.111,,,
13004,14/20-11,16.9662,64.1059,,6.0531,,,
13005,14/20-11,15.7875,66.054,,5.9428,,,
13006,14/20-11,15.3753,68.5221,,5.9417,,,
13007,14/20-11,16.2402,70.2408,,5.8869,,,
13008,14/20-11,18.8592,70.2027,,5.8333,,,
13009,14/20-11,20.6104,69.193,,5.8312,,,
13010,14/20-11,21.1925,68.1969,,5.7228,,,
13011,14/20-11,21.5039,67.6715,,5.5656,,,
13012,14/20-11,21.2226,67.5475,,5.4107,,,
13013,14/20-11,21.9217,67.4401,,5.2115,,,
13014,14/20-11,22.4344,67.6973,,4.9727,,,
13015,14/20-11,23.05,68.5409,,4.706,,,
13016,14/20-11,23.6516,70.8749,,4.4957,,,
13017,14/20-11,23.7194,72.7239,,4.3336,,,
13018,14/20-11,25.1677,75.5326,,4.198,,,
13019,14/20-11,25.6954,75.5076,,4.0469,,,
13020,14/20-11,25.5679,75.077,,3.9668,,,
13021,14/20-11,24.2248,75.0119,,3.9278,,,
13022,14/20-11,22.9558,74.9509,,3.8915,,,
13023,14/20-11,22.3057,75.0252,,3.8556,,,
13024,14/20-11,22.6934,74.9891,,3.7529,,,
13025,14/20-11,22.9495,75.0737,,3.6825,,,
13026,14/20-11,23.9481,75.4535,,3.5825,,,
13027,14/20-11,24.7837,76.0932,,3.4841,,,
13028,14/20-11,25.5971,77.5621,,3.3576,,,
13029,14/20-11,25.7284,78.9303,,3.2954,,,
13030,14/20-11,26.0215,79.1661,,3.2051,,,
13031,14/20-11,25.7399,78.9286,,3.1467,,,
13032,14/20-11,26.0532,78.7397,,3.1183,,,
13033,14/20-11,26.566,78.5886,,3.1183,,,
13034,14/20-11,27.1043,78.4908,,3.1183,,,
13035,14/20-11,27.1063,78.5094,,3.1183,,,
13036,14/20-11,27.138,78.5885,,3.1197,,,
13037,14/20-11,27.1669,78.6742,,3.1471,,,
13038,14/20-11,26.1324,78.7653,,3.149,,,
13039,14/20-11,26.0992,78.5042,,3.1784,,,
13040,14/20-11,25.6598,77.763,,3.2076,,,
13041,14/20-11,25.0789,76.4563,,3.2332,,,
13042,14/20-11,24.397,75.9577,,3.2354,,,
13043,14/20-11,24.0218,76.3545,,3.2915,,,
13044,14/20-11,23.7997,76.3885,,3.3531,,,
13045,14/20-11,23.2574,75.7583,,3.4159,,,
13046,14/20-11,23.4425,75.1161,,3.4494,,,
13047,14/20-11,24.0123,74.7841,,3.4815,,,
13048,14/20-11,24.9947,74.5117,,3.514,,,
13049,14/20-11,25.9131,74.5205,,3.5788,,,
13050,14/20-11,25.9262,74.2307,,3.6128,,,
13051,14/20-11,25.9608,73.787,,3.6134,,,
13052,14/20-11,26.8744,74.0755,,3.6134,,,
13053,14/20-11,27.7561,74.4022,,3.6131,,,
13054,14/20-11,27.299,74.5338,,3.579,,,
13055,14/20-11,25.7093,74.7206,,3.4813,,,
13056,14/20-11,24.8279,74.8121,,3.4173,,,
13057,14/20-11,24.073,75.3732,,3.3522,,,
13058,14/20-11,23.5042,76.5547,,3.2314,,,
13059,14/20-11,22.6161,77.7446,,3.1456,,,
13060,14/20-11,21.8908,78.6626,,3.1149,,,
13061,14/20-11,21.945,79.2958,,3.0613,,,
13062,14/20-11,22.4564,79.0038,,3.0613,,,
13063,14/20-11,23.0615,77.8445,,3.0654,,,
13064,14/20-11,24.7689,76.6918,,3.1145,,,
13065,14/20-11,26.4412,75.8046,,3.1721,,,
13066,14/20-11,28.0763,75.5237,,3.2877,,,
13067,14/20-11,28.1832,75.6089,,3.4119,,,
13068,14/20-11,27.2264,75.2798,,3.5722,,,
13069,14/20-11,26.3275,74.884,,3.7416,,,
13070,14/20-11,26.64,74.5636,,3.8501,,,
13071,14/20-11,28.2128,74.2297,,3.9587,,,
13072,14/20-11,26.9252,73.9254,,4.0339,,,
13073,14/20-11,25.7706,73.4056,,4.0356,,,
13074,14/20-11,25.0648,73.0914,,4.1476,,,
13075,14/20-11,24.3993,73.2362,,4.187,,,
13076,14/20-11,24.7669,73.3808,,4.2261,,,
13077,14/20-11,24.9587,73.4599,,4.2654,,,
13078,14/20-11,25.5209,73.7948,,4.3052,,,
13079,14/20-11,25.3585,73.8627,,4.3442,,,
13080,14/20-11,24.675,73.6004,,4.3442,,,
13081,14/20-11,24.4209,73.4933,,4.3442,,,
13082,14/20-11,23.4183,72.8324,,4.3404,,,
13083,14/20-11,22.0829,71.8783,,4.2585,,,
13084,14/20-11,22.3084,71.9357,,4.1416,,,
13085,14/20-11,23.3192,72.931,,4.0253,,,
13086,14/20-11,23.9063,74.8864,,3.8825,,,
13087,14/20-11,24.6871,77.4862,,3.791,,,
13088,14/20-11,26.2602,79.0422,,3.7197,,,
13089,14/20-11,28.6836,78.8833,,3.6828,,,
13090,14/20-11,29.4042,77.5245,,3.6488,,,
13091,14/20-11,30.1856,75.3291,,3.6468,,,
13092,14/20-11,29.3848,73.248,,3.7115,,,
13093,14/20-11,28.4691,72.5923,,3.7477,,,
13094,14/20-11,26.5284,72.9257,,3.851,,,
13095,14/20-11,24.1427,73.3817,,3.9595,,,
13096,14/20-11,21.5023,73.7343,,4.0344,,,
13097,14/20-11,18.2007,73.7166,,4.1856,,,
13098,14/20-11,16.7088,73.3107,,4.2647,,,
13099,14/20-11,16.111,72.7098,,4.3044,,,
13100,14/20-11,16.8248,72.2116,,4.3044,,,
13101,14/20-11,17.165,72.126,,4.3044,,,
13102,14/20-11,18.4334,72.3238,,4.3033,,,
13103,14/20-11,18.6892,72.7981,,4.2649,,,
13104,14/20-11,18.9112,73.551,,4.2633,,,
13105,14/20-11,19.5231,74.1518,,4.224,,,
13106,14/20-11,19.4687,74.0586,,4.185,,,
13107,14/20-11,20.2286,73.9573,,4.1439,,,
13108,14/20-11,21.3194,74.008,,4.0703,,,
13109,14/20-11,21.5926,73.8891,,4.0332,,,
13110,14/20-11,22.1775,73.8185,,4.0012,,,
13111,14/20-11,21.6104,74.0025,,3.9311,,,
13112,14/20-11,21.2172,74.5642,,3.8921,,,
13113,14/20-11,21.5766,75.2698,,3.8561,,,
13114,14/20-11,23.1933,75.7764,,3.8205,,,
13115,14/20-11,24.5804,75.9766,,3.7521,,,
13116,14/20-11,24.7138,75.812,,3.749,,,
13117,14/20-11,23.8513,75.6042,,3.749,,,
13118,14/20-11,23.3935,75.4354,,3.749,,,
13119,14/20-11,24.5474,75.0994,,3.749,,,
13120,14/20-11,25.3148,74.9048,,3.8179,,,
13121,14/20-11,24.9719,74.8752,,3.8539,,,
13122,14/20-11,24.7761,74.8718,,3.89,,,
13123,14/20-11,24.3433,74.8551,,3.9628,,,
13124,14/20-11,24.7637,74.5243,,4.0364,,,
13125,14/20-11,24.5835,74.0088,,4.0749,,,
13126,14/20-11,22.7292,73.6624,,4.1499,,,
13127,14/20-11,21.709,73.4721,,4.1902,,,
13128,14/20-11,21.5191,73.3634,,4.2668,,,
13129,14/20-11,21.8797,73.2909,,4.3066,,,
13130,14/20-11,21.71,73.0629,,4.3467,,,
13131,14/20-11,20.3553,72.5162,,4.3899,,,
13132,14/20-11,19.2591,71.9633,,4.469,,,
13133,14/20-11,18.3624,71.6969,,4.5102,,,
13134,14/20-11,17.9807,71.6919,,4.5462,,,
13135,14/20-11,18.29,71.7873,,4.6275,,,
13136,14/20-11,18.7099,71.6463,,4.6736,,,
13137,14/20-11,19.2673,71.266,,4.7584,,,
13138,14/20-11,19.3572,70.5492,,4.8475,,,
13139,14/20-11,18.7317,69.5924,,4.8519,,,
13140,14/20-11,18.0414,69.3393,,4.8519,,,
13141,14/20-11,17.9514,69.9613,,4.8084,,,
13142,14/20-11,18.3008,70.328,,4.6791,,,
13143,14/20-11,18.4286,70.3678,,4.6341,,,
13144,14/20-11,19.0145,70.6267,,4.5494,,,
13145,14/20-11,20.2925,71.3677,,4.5072,,,
13146,14/20-11,22.0631,72.7152,,4.4659,,,
13147,14/20-11,23.8213,72.8968,,4.4667,,,
13148,14/20-11,24.9885,71.0863,,4.5093,,,
13149,14/20-11,25.8124,68.8517,,4.5937,,,
13150,14/20-11,27.0716,68.5722,,4.6832,,,
13151,14/20-11,25.4991,69.6843,,4.858,,,
13152,14/20-11,24.324,70.1965,,4.9975,,,
13153,14/20-11,23.5755,69.4587,,5.1832,,,
