,wellname,GR,DT,RHOB,ILD,Top,TopX,TopY
11689,14/20-1,26.9578,84.2506,,2.0437,,,
11690,14/20-1,27.4871,84.819,,2.0434,,,
11691,14/20-1,27.8118,85.4222,,2.029,,,
11692,14/20-1,27.8237,85.8137,,1.9862,,,
11693,14/20-1,27.5353,85.8168,,1.9264,,,
11694,14/20-1,26.9247,85.9098,,1.8509,,,
11695,14/20-1,26.4177,86.3994,,1.7581,,,
11696,14/20-1,26.4157,87.2083,,1.6622,,,
11697,14/20-1,26.568,88.1955,,1.5713,,,
11698,14/20-1,27.1952,89.4145,,1.4819,,,
11699,14/20-1,28.1821,90.1833,,1.3942,,,
11700,14/20-1,29.1467,89.7013,,1.3041,,,
11701,14/20-1,30.3237,89.043,,1.2114,,,
11702,14/20-1,31.2894,89.281,,1.119,,,
11703,14/20-1,31.6018,90.8058,,1.0262,,,
11704,14/20-1,31.5316,94.2351,,0.9811,,,
11705,14/20-1,31.2327,100.2679,,0.9812,,,
11706,14/20-1,30.5386,103.947,,1.0207,,,
11707,14/20-1,29.6644,106.36,,1.1008,,,
11708,14/20-1,27.855,106.7092,,1.2047,,,
11709,14/20-1,26.2809,104.0199,,1.3876,,,
11710,14/20-1,25.7753,98.2176,,1.5895,,,
11711,14/20-1,25.5173,92.237,,1.7856,,,
11712,14/20-1,25.1005,87.2875,,1.9009,,,
11713,14/20-1,24.9633,84.7108,,1.9635,,,
11714,14/20-1,25.2753,84.2691,,2.0117,,,
11715,14/20-1,25.784,85.216,,2.0248,,,
11716,14/20-1,26.6292,85.8997,,1.9894,,,
11717,14/20-1,27.4611,85.8378,,1.9292,,,
11718,14/20-1,29.1999,86.4465,,1.8343,,,
11719,14/20-1,30.2518,87.125,,1.724,,,
11720,14/20-1,30.6443,86.5153,,1.6034,,,
11721,14/20-1,30.5609,85.5229,,1.4781,,,
11722,14/20-1,30.3273,85.2262,,1.3431,,,
11723,14/20-1,30.3233,84.9399,,1.2269,,,
11724,14/20-1,30.3193,84.4117,,1.1165,,,
11725,14/20-1,30.3153,84.8049,,1.0061,,,
11726,14/20-1,30.3113,87.1867,,0.8957,,,
11727,14/20-1,30.3073,89.894,,0.7895,,,
11728,14/20-1,30.3033,94.2878,,0.7291,,,
11729,14/20-1,30.2993,99.0133,,0.6803,,,
11730,14/20-1,30.2953,103.2728,,0.6316,,,
11731,14/20-1,30.4047,104.6625,,0.5898,,,
11732,14/20-1,29.9986,104.3474,,0.5685,,,
11733,14/20-1,29.7177,104.1262,,0.5551,,,
11734,14/20-1,29.7857,104.1295,,0.5459,,,
11735,14/20-1,29.6753,104.0807,,0.5397,,,
11736,14/20-1,29.6713,103.8589,,0.5429,,,
11737,14/20-1,29.6673,103.1209,,0.5548,,,
11738,14/20-1,29.6633,102.4542,,0.5704,,,
11739,14/20-1,29.6593,102.1958,,0.5897,,,
11740,14/20-1,29.6553,102.3176,,0.6129,,,
11741,14/20-1,29.7515,103.2553,,0.6368,,,
11742,14/20-1,30.5118,103.6747,,0.6621,,,
11743,14/20-1,30.9776,103.6936,,0.6861,,,
11744,14/20-1,31.6681,102.8847,,0.7038,,,
11745,14/20-1,32.6168,101.6569,,0.7169,,,
11746,14/20-1,32.8819,100.4039,,0.7204,,,
11747,14/20-1,33.0676,99.2623,,0.7263,,,
11748,14/20-1,32.8233,98.9041,,0.7339,,,
11749,14/20-1,32.5148,99.253,,0.7356,,,
11750,14/20-1,32.4153,99.7701,,0.7355,,,
11751,14/20-1,32.4113,100.3913,,0.7354,,,
11752,14/20-1,32.4713,101.0486,,0.7364,,,
11753,14/20-1,32.7369,101.5077,,0.7439,,,
11754,14/20-1,32.7316,101.8034,,0.7554,,,
11755,14/20-1,32.3953,102.0589,,0.7725,,,
11756,14/20-1,32.2913,103.0364,,0.7931,,,
11757,14/20-1,32.0164,103.4597,,0.8159,,,
11758,14/20-1,31.7384,102.7547,,0.8428,,,
11759,14/20-1,31.259,101.0925,,0.8703,,,
11760,14/20-1,30.6789,99.5002,,0.8993,,,
11761,14/20-1,30.424,98.9633,,0.9268,,,
11762,14/20-1,30.5549,98.8598,,0.945,,,
11763,14/20-1,30.8735,100.6142,,0.9607,,,
11764,14/20-1,31.3989,103.1239,,0.9663,,,
11765,14/20-1,32.0884,107.6646,,0.9687,,,
11766,14/20-1,32.9872,104.4929,,0.9641,,,
11767,14/20-1,33.8379,103.6215,,0.9581,,,
11768,14/20-1,34.1223,102.8737,,0.9483,,,
11769,14/20-1,33.8073,101.7682,,0.9365,,,
11770,14/20-1,33.4833,100.6582,,0.9222,,,
11771,14/20-1,33.0313,99.7066,,0.8911,,,
11772,14/20-1,32.3314,98.9656,,0.8499,,,
11773,14/20-1,31.8577,98.6452,,0.8247,,,
11774,14/20-1,32.042,99.4746,,0.8082,,,
11775,14/20-1,32.247,101.7116,,0.7958,,,
11776,14/20-1,31.6349,104.0247,,0.7846,,,
11777,14/20-1,31.214,105.7376,,0.7736,,,
11778,14/20-1,31.2449,103.8621,,0.7625,,,
11779,14/20-1,31.6105,101.3363,,0.7478,,,
11780,14/20-1,32.3218,99.5293,,0.7321,,,
11781,14/20-1,32.6913,100.2808,,0.7166,,,
11782,14/20-1,32.9207,102.0551,,0.7014,,,
11783,14/20-1,33.0814,102.3538,,0.6875,,,
11784,14/20-1,33.0793,101.4405,,0.6817,,,
11785,14/20-1,33.4428,101.4196,,0.6765,,,
11786,14/20-1,34.0762,102.3726,,0.6744,,,
11787,14/20-1,34.5339,104.3202,,0.6722,,,
11788,14/20-1,34.3871,106.0642,,0.667,,,
11789,14/20-1,33.8819,106.6044,,0.6619,,,
11790,14/20-1,33.5752,106.687,,0.6569,,,
11791,14/20-1,33.4513,106.0216,,0.6556,,,
11792,14/20-1,33.5145,104.9216,,0.6607,,,
11793,14/20-1,34.2691,103.7551,,0.6705,,,
11794,14/20-1,35.2826,102.5173,,0.6893,,,
11795,14/20-1,36.0585,101.9184,,0.7079,,,
11796,14/20-1,37.4595,101.3525,,0.726,,,
11797,14/20-1,38.321,100.7865,,0.7442,,,
11798,14/20-1,38.8191,100.2545,,0.7597,,,
11799,14/20-1,38.9834,99.8804,,0.7598,,,
11800,14/20-1,38.8194,100.3265,,0.758,,,
11801,14/20-1,38.4896,101.5768,,0.7437,,,
11802,14/20-1,37.8999,102.881,,0.7275,,,
11803,14/20-1,36.7533,103.6434,,0.7096,,,
11804,14/20-1,35.4786,103.5358,,0.6912,,,
11805,14/20-1,34.1205,102.7179,,0.6708,,,
11806,14/20-1,33.1683,101.8085,,0.6496,,,
11807,14/20-1,32.2563,100.9995,,0.6279,,,
11808,14/20-1,31.9917,100.3069,,0.6058,,,
11809,14/20-1,32.1897,99.712,,0.5845,,,
11810,14/20-1,32.1877,99.2029,,0.5644,,,
11811,14/20-1,32.1857,99.0718,,0.5567,,,
11812,14/20-1,32.3151,98.8687,,0.5546,,,
11813,14/20-1,32.5134,98.6061,,0.5586,,,
11814,14/20-1,32.1797,98.1767,,0.5635,,,
11815,14/20-1,32.1777,97.6864,,0.5667,,,
11816,14/20-1,32.3187,97.613,,0.5694,,,
11817,14/20-1,32.9273,98.3963,,0.5714,,,
11818,14/20-1,33.3389,99.9074,,0.5735,,,
11819,14/20-1,33.7761,102.1784,,0.5754,,,
11820,14/20-1,34.039,104.0995,,0.5772,,,
11821,14/20-1,33.0714,104.6167,,0.5791,,,
11822,14/20-1,31.8566,103.4422,,0.581,,,
11823,14/20-1,30.9026,101.4899,,0.583,,,
11824,14/20-1,30.4007,99.6337,,0.5846,,,
11825,14/20-1,30.0312,99.2785,,0.5845,,,
11826,14/20-1,29.5657,99.2531,,0.5853,,,
11827,14/20-1,29.008,99.0847,,0.5913,,,
11828,14/20-1,28.4441,98.6396,,0.597,,,
11829,14/20-1,28.3045,97.9253,,0.6014,,,
11830,14/20-1,28.7673,96.9352,,0.6062,,,
11831,14/20-1,29.4446,96.7406,,0.6145,,,
11832,14/20-1,30.1348,97.0188,,0.6236,,,
11833,14/20-1,30.679,97.4255,,0.6324,,,
11834,14/20-1,30.7397,97.8574,,0.6405,,,
11835,14/20-1,30.7298,98.2381,,0.652,,,
11836,14/20-1,30.6316,98.4721,,0.6723,,,
11837,14/20-1,30.5337,98.3037,,0.6903,,,
11838,14/20-1,30.5642,98.1647,,0.7024,,,
11839,14/20-1,30.7121,98.3497,,0.7023,,,
11840,14/20-1,30.8475,98.4572,,0.6911,,,
11841,14/20-1,30.9257,98.0459,,0.6737,,,
11842,14/20-1,30.9054,97.4462,,0.6584,,,
11843,14/20-1,30.7206,96.6518,,0.6439,,,
11844,14/20-1,30.5823,96.3191,,0.6293,,,
11845,14/20-1,30.9151,96.3605,,0.6208,,,
11846,14/20-1,31.2227,96.2536,,0.6181,,,
11847,14/20-1,30.9996,96.7317,,0.6163,,,
11848,14/20-1,30.6723,97.2159,,0.6163,,,
11849,14/20-1,30.5532,97.677,,0.6171,,,
11850,14/20-1,30.749,97.8834,,0.6182,,,
11851,14/20-1,31.3904,97.8934,,0.6194,,,
11852,14/20-1,32.162,97.5753,,0.6206,,,
11853,14/20-1,32.4001,97.0262,,0.6208,,,
11854,14/20-1,31.7354,96.3689,,0.6158,,,
11855,14/20-1,30.8336,95.9379,,0.6101,,,
11856,14/20-1,29.8513,96.4436,,0.6008,,,
11857,14/20-1,28.8667,97.3852,,0.5871,,,
11858,14/20-1,28.0552,98.2456,,0.572,,,
11859,14/20-1,27.9251,98.7179,,0.5633,,,
11860,14/20-1,28.0411,98.3856,,0.5584,,,
11861,14/20-1,27.8799,97.8718,,0.5541,,,
11862,14/20-1,27.4175,97.3849,,0.551,,,
11863,14/20-1,26.9917,97.1941,,0.5505,,,
11864,14/20-1,26.9757,97.0633,,0.5505,,,
11865,14/20-1,27.6125,96.7227,,0.5536,,,
11866,14/20-1,28.3748,96.2403,,0.5583,,,
11867,14/20-1,29.1978,96.6009,,0.5633,,,
11868,14/20-1,30.023,97.5176,,0.5685,,,
11869,14/20-1,30.6434,98.5163,,0.5728,,,
11870,14/20-1,31.0234,99.0801,,0.5763,,,
11871,14/20-1,31.4024,98.4599,,0.5798,,,
11872,14/20-1,31.7013,97.599,,0.5832,,,
11873,14/20-1,31.82,97.0892,,0.5867,,,
11874,14/20-1,31.8597,96.6376,,0.5902,,,
11875,14/20-1,31.7571,96.6277,,0.5937,,,
11876,14/20-1,31.2712,97.0533,,0.5975,,,
11877,14/20-1,30.6035,97.5076,,0.6043,,,
11878,14/20-1,30.3441,97.9488,,0.6118,,,
11879,14/20-1,30.8122,98.1765,,0.6191,,,
11880,14/20-1,31.6004,98.0148,,0.6243,,,
11881,14/20-1,31.7227,97.4497,,0.6272,,,
11882,14/20-1,31.1966,96.7832,,0.6295,,,
11883,14/20-1,30.2711,96.5371,,0.6306,,,
11884,14/20-1,29.9552,96.653,,0.6289,,,
11885,14/20-1,30.2296,97.3586,,0.6273,,,
11886,14/20-1,30.559,98.4346,,0.6256,,,
11887,14/20-1,30.9403,98.6409,,0.6239,,,
11888,14/20-1,31.297,98.2242,,0.6223,,,
11889,14/20-1,31.3627,97.5138,,0.6206,,,
11890,14/20-1,31.2158,96.7486,,0.6183,,,
11891,14/20-1,31.1025,96.0952,,0.6114,,,
11892,14/20-1,30.9905,95.6939,,0.604,,,
11893,14/20-1,30.8785,95.5936,,0.5929,,,
11894,14/20-1,30.6521,95.6788,,0.5803,,,
11895,14/20-1,30.2592,95.5179,,0.5677,,,
11896,14/20-1,29.6348,95.3987,,0.555,,,
11897,14/20-1,28.7495,95.1811,,0.5433,,,
11898,14/20-1,27.497,94.8919,,0.5368,,,
11899,14/20-1,27.3496,94.7775,,0.5308,,,
11900,14/20-1,27.5026,94.9696,,0.5283,,,
11901,14/20-1,27.632,95.3456,,0.5292,,,
11902,14/20-1,27.751,95.6497,,0.5326,,,
11903,14/20-1,27.8699,95.7507,,0.539,,,
11904,14/20-1,27.9749,95.7525,,0.5467,,,
11905,14/20-1,27.9505,95.7154,,0.5579,,,
11906,14/20-1,27.8966,95.5159,,0.5703,,,
11907,14/20-1,27.8426,95.3426,,0.5827,,,
11908,14/20-1,27.8375,95.2722,,0.5951,,,
11909,14/20-1,28.1057,95.2017,,0.6075,,,
11910,14/20-1,28.3879,95.1313,,0.6199,,,
11911,14/20-1,28.7616,95.0608,,0.6323,,,
11912,14/20-1,29.2659,94.9903,,0.6447,,,
11913,14/20-1,29.5153,94.817,,0.6571,,,
11914,14/20-1,29.4786,94.5676,,0.6704,,,
11915,14/20-1,29.347,94.3181,,0.6932,,,
11916,14/20-1,29.2246,94.0686,,0.7187,,,
11917,14/20-1,29.2691,94.1474,,0.7442,,,
11918,14/20-1,29.54,94.5064,,0.7697,,,
11919,14/20-1,30.6449,95.0231,,0.7952,,,
11920,14/20-1,31.78,95.5568,,0.8239,,,
11921,14/20-1,32.2584,95.3773,,0.8628,,,
11922,14/20-1,32.8151,94.239,,0.9018,,,
11923,14/20-1,33.6999,93.0541,,0.9407,,,
11924,14/20-1,34.658,93.6644,,0.9794,,,
11925,14/20-1,35.8597,97.0558,,1.0125,,,
11926,14/20-1,37.1331,100.9158,,1.0416,,,
11927,14/20-1,38.2761,103.7545,,1.0546,,,
11928,14/20-1,38.4783,103.6983,,1.0635,,,
11929,14/20-1,37.6267,102.7983,,1.0649,,,
11930,14/20-1,36.1847,101.5597,,1.0648,,,
11931,14/20-1,35.3263,99.2062,,1.0616,,,
11932,14/20-1,34.7202,94.9575,,1.0566,,,
11933,14/20-1,34.1125,92.6075,,1.0521,,,
11934,14/20-1,33.5065,92.7275,,1.0479,,,
11935,14/20-1,32.8986,93.3141,,1.0469,,,
11936,14/20-1,32.2927,94.1013,,1.0528,,,
11937,14/20-1,31.685,95.3149,,1.1023,,,
11938,14/20-1,31.0012,95.716,,1.2124,,,
11939,14/20-1,29.9015,95.8058,,1.3417,,,
11940,14/20-1,28.837,94.3466,,1.4707,,,
11941,14/20-1,28.0225,91.1851,,1.5458,,,
11942,14/20-1,27.5174,87.309,,1.533,,,
11943,14/20-1,27.2237,81.2825,,1.3953,,,
11944,14/20-1,27.4836,75.3281,,1.2254,,,
11945,14/20-1,28.1878,72.9356,,1.056,,,
11946,14/20-1,28.8883,73.2882,,0.9003,,,
11947,14/20-1,29.1197,76.4969,,0.8257,,,
11948,14/20-1,29.1426,80.3442,,0.7565,,,
11949,14/20-1,29.4733,82.9556,,0.6875,,,
11950,14/20-1,29.9454,84.9249,,0.6304,,,
11951,14/20-1,30.3362,86.9669,,0.605,,,
11952,14/20-1,30.6141,90.2602,,0.5891,,,
11953,14/20-1,30.4328,93.7106,,0.5792,,,
11954,14/20-1,29.911,94.4113,,0.5727,,,
11955,14/20-1,29.4972,94.5445,,0.5777,,,
11956,14/20-1,29.3263,94.6776,,0.5832,,,
11957,14/20-1,29.4381,94.7619,,0.5929,,,
11958,14/20-1,29.6813,94.7378,,0.6028,,,
11959,14/20-1,29.7225,94.4628,,0.6103,,,
11960,14/20-1,29.538,94.1741,,0.6156,,,
11961,14/20-1,29.243,93.9342,,0.6155,,,
11962,14/20-1,28.997,93.8119,,0.6141,,,
11963,14/20-1,29.1552,93.9198,,0.6104,,,
11964,14/20-1,29.4841,93.8128,,0.5998,,,
11965,14/20-1,29.8281,93.6416,,0.5852,,,
11966,14/20-1,29.9129,93.6893,,0.5642,,,
11967,14/20-1,29.9114,94.3678,,0.549,,,
11968,14/20-1,30.1083,95.3874,,0.5378,,,
11969,14/20-1,30.5489,96.4169,,0.527,,,
11970,14/20-1,30.7982,97.4491,,0.5165,,,
11971,14/20-1,30.7881,98.4108,,0.5083,,,
11972,14/20-1,30.1176,99.0191,,0.5014,,,
11973,14/20-1,29.9083,99.2083,,0.499,,,
11974,14/20-1,30.2631,98.9615,,0.498,,,
11975,14/20-1,30.582,98.6223,,0.504,,,
11976,14/20-1,30.7,98.2544,,0.5104,,,
11977,14/20-1,30.6986,97.9997,,0.5205,,,
11978,14/20-1,30.636,97.8002,,0.5317,,,
11979,14/20-1,30.5216,97.6049,,0.5433,,,
11980,14/20-1,30.316,97.4118,,0.555,,,
11981,14/20-1,30.1298,97.2186,,0.5706,,,
11982,14/20-1,30.2421,97.0255,,0.5894,,,
11983,14/20-1,29.985,96.8322,,0.6117,,,
11984,14/20-1,29.1145,96.4521,,0.6368,,,
11985,14/20-1,27.8111,96.0164,,0.6615,,,
11986,14/20-1,27.0804,96.2296,,0.6858,,,
11987,14/20-1,26.9152,96.8775,,0.7092,,,
11988,14/20-1,26.8769,97.4915,,0.7269,,,
11989,14/20-1,26.9096,97.5027,,0.7286,,,
11990,14/20-1,27.0181,96.5519,,0.7218,,,
11991,14/20-1,27.0729,94.3466,,0.7034,,,
11992,14/20-1,27.1716,88.5335,,0.6761,,,
11993,14/20-1,27.7728,79.0518,,0.6428,,,
11994,14/20-1,28.4766,72.5968,,0.6104,,,
11995,14/20-1,29.5847,74.0248,,0.5857,,,
11996,14/20-1,30.7854,84.3622,,0.5623,,,
11997,14/20-1,31.6417,94.2345,,0.5366,,,
11998,14/20-1,32.1446,100.3053,,0.5112,,,
11999,14/20-1,32.2711,101.609,,0.4973,,,
12000,14/20-1,32.1488,102.8817,,0.4903,,,
12001,14/20-1,31.5413,103.0281,,0.4882,,,
12002,14/20-1,30.9331,102.5199,,0.4869,,,
12003,14/20-1,30.3062,103.6384,,0.4868,,,
12004,14/20-1,29.7045,105.0466,,0.4868,,,
12005,14/20-1,29.6658,105.7778,,0.4867,,,
12006,14/20-1,29.8404,106.0097,,0.4861,,,
12007,14/20-1,30.0135,105.6778,,0.4836,,,
12008,14/20-1,29.7952,104.9817,,0.4845,,,
12009,14/20-1,29.4296,103.7763,,0.4904,,,
12010,14/20-1,28.8848,102.5202,,0.5065,,,
12011,14/20-1,28.2766,101.2582,,0.5265,,,
12012,14/20-1,27.9153,100.1147,,0.5465,,,
12013,14/20-1,28.0796,99.6269,,0.5668,,,
12014,14/20-1,28.5026,99.1776,,0.5884,,,
12015,14/20-1,29.1891,98.8396,,0.6102,,,
12016,14/20-1,29.9753,98.9111,,0.6319,,,
12017,14/20-1,30.5883,99.4039,,0.6536,,,
12018,14/20-1,30.4919,100.0566,,0.6731,,,
12019,14/20-1,30.1673,100.9767,,0.681,,,
12020,14/20-1,30.3012,101.9029,,0.6886,,,
12021,14/20-1,30.9247,102.8279,,0.6876,,,
12022,14/20-1,31.7893,103.7289,,0.6785,,,
12023,14/20-1,32.4649,104.3234,,0.6659,,,
12024,14/20-1,32.4185,104.338,,0.6543,,,
12025,14/20-1,31.9216,103.6207,,0.6446,,,
12026,14/20-1,31.218,103.1486,,0.6363,,,
12027,14/20-1,30.4695,102.934,,0.6289,,,
12028,14/20-1,30.2605,103.0375,,0.6253,,,
12029,14/20-1,30.2847,102.9014,,0.625,,,
12030,14/20-1,30.7734,102.3069,,0.6273,,,
12031,14/20-1,31.4362,101.203,,0.6293,,,
12032,14/20-1,32.1233,99.7036,,0.6292,,,
12033,14/20-1,32.8152,98.085,,0.6264,,,
12034,14/20-1,33.5059,96.8436,,0.6165,,,
12035,14/20-1,34.3296,96.954,,0.5894,,,
12036,14/20-1,35.2917,98.125,,0.5599,,,
12037,14/20-1,35.8369,99.9119,,0.5299,,,
12038,14/20-1,34.4841,101.7977,,0.509,,,
12039,14/20-1,33.2465,103.2364,,0.4924,,,
12040,14/20-1,32.0387,103.6499,,0.4788,,,
12041,14/20-1,31.3824,103.7987,,0.4666,,,
12042,14/20-1,31.0784,103.8591,,0.4622,,,
12043,14/20-1,30.8183,103.6572,,0.4597,,,
12044,14/20-1,30.5712,103.2484,,0.4617,,,
12045,14/20-1,30.3437,102.8394,,0.4661,,,
12046,14/20-1,30.1159,102.5461,,0.4767,,,
12047,14/20-1,29.8887,102.3266,,0.4901,,,
12048,14/20-1,29.6609,102.1254,,0.5027,,,
12049,14/20-1,29.3233,101.9111,,0.5138,,,
12050,14/20-1,28.6074,101.6516,,0.5249,,,
12051,14/20-1,28.4819,101.1421,,0.536,,,
12052,14/20-1,28.6093,100.5042,,0.5471,,,
12053,14/20-1,29.0031,99.7964,,0.5582,,,
12054,14/20-1,29.51,99.1778,,0.5694,,,
12055,14/20-1,29.8766,98.5793,,0.5791,,,
12056,14/20-1,30.3463,98.1163,,0.5811,,,
12057,14/20-1,30.4609,97.7476,,0.573,,,
12058,14/20-1,30.4609,97.4528,,0.5646,,,
12059,14/20-1,30.4467,97.2823,,0.5554,,,
12060,14/20-1,30.2714,97.162,,0.5462,,,
12061,14/20-1,30.0477,97.1429,,0.537,,,
12062,14/20-1,29.807,97.3315,,0.5278,,,
12063,14/20-1,29.7026,97.632,,0.5201,,,
12064,14/20-1,29.8125,97.9969,,0.5159,,,
12065,14/20-1,30.0906,98.447,,0.5122,,,
12066,14/20-1,30.5104,99.1481,,0.5117,,,
12067,14/20-1,31.0231,99.9414,,0.5116,,,
12068,14/20-1,31.5414,101.6484,,0.5116,,,
12069,14/20-1,32.06,103.8112,,0.5115,,,
12070,14/20-1,32.3868,105.6981,,0.5115,,,
12071,14/20-1,32.5886,105.8599,,0.5114,,,
12072,14/20-1,32.6653,103.8226,,0.5114,,,
12073,14/20-1,32.6258,101.9034,,0.5113,,,
12074,14/20-1,31.9669,100.1598,,0.5113,,,
12075,14/20-1,30.9867,99.4669,,0.512,,,
12076,14/20-1,30.1935,98.8083,,0.5155,,,
12077,14/20-1,30.0866,98.3321,,0.519,,,
12078,14/20-1,30.2289,97.916,,0.5225,,,
12079,14/20-1,30.182,97.6096,,0.526,,,
12080,14/20-1,29.3122,97.3061,,0.5292,,,
12081,14/20-1,28.4789,96.9805,,0.5274,,,
12082,14/20-1,28.68,96.6616,,0.525,,,
12083,14/20-1,29.0695,96.4377,,0.5177,,,
12084,14/20-1,29.4477,96.8176,,0.5078,,,
12085,14/20-1,29.8239,97.3513,,0.498,,,
12086,14/20-1,30.1601,97.7988,,0.4882,,,
12087,14/20-1,30.1298,98.1998,,0.4815,,,
12088,14/20-1,29.8188,99.1365,,0.4783,,,
12089,14/20-1,29.6776,100.1845,,0.475,,,
12090,14/20-1,30.0728,100.8687,,0.4718,,,
12091,14/20-1,30.8596,101.0049,,0.4719,,,
12092,14/20-1,31.3018,100.4842,,0.4783,,,
12093,14/20-1,31.7103,100.3983,,0.4834,,,
12094,14/20-1,31.7241,100.9576,,0.4893,,,
12095,14/20-1,31.3047,101.6033,,0.4993,,,
12096,14/20-1,30.7682,101.7072,,0.5095,,,
12097,14/20-1,30.4301,100.9169,,0.5199,,,
12098,14/20-1,30.1523,100.2773,,0.5328,,,
12099,14/20-1,29.8753,100.0056,,0.546,,,
12100,14/20-1,29.5975,99.9206,,0.5581,,,
12101,14/20-1,29.3205,99.7888,,0.5702,,,
12102,14/20-1,29.0788,99.4899,,0.5823,,,
12103,14/20-1,29.0581,99.191,,0.5935,,,
12104,14/20-1,29.2857,98.892,,0.6011,,,
12105,14/20-1,29.9154,98.593,,0.6024,,,
12106,14/20-1,30.8476,98.341,,0.5902,,,
12107,14/20-1,31.8858,99.0026,,0.5659,,,
12108,14/20-1,33.0401,100.41,,0.532,,,
12109,14/20-1,34.2865,102.2781,,0.506,,,
12110,14/20-1,34.3172,104.6037,,0.4828,,,
12111,14/20-1,33.0208,106.0645,,0.4596,,,
12112,14/20-1,31.5331,105.5278,,0.4416,,,
12113,14/20-1,30.3698,105.2336,,0.4349,,,
12114,14/20-1,30.234,105.1515,,0.4268,,,
12115,14/20-1,30.2314,105.3233,,0.4236,,,
12116,14/20-1,30.5049,105.4951,,0.4243,,,
12117,14/20-1,31.119,105.6722,,0.4297,,,
12118,14/20-1,31.8233,105.7056,,0.4486,,,
12119,14/20-1,32.6957,104.6934,,0.4745,,,
12120,14/20-1,33.5328,104.1236,,0.5048,,,
12121,14/20-1,33.9316,103.9782,,0.5456,,,
12122,14/20-1,33.9371,104.0371,,0.5911,,,
12123,14/20-1,33.925,103.4212,,0.6365,,,
12124,14/20-1,34.3685,100.3073,,0.6821,,,
12125,14/20-1,35.0129,94.0221,,0.7198,,,
12126,14/20-1,34.8763,89.0303,,0.7361,,,
12127,14/20-1,34.0656,91.6004,,0.7224,,,
12128,14/20-1,33.2236,96.3165,,0.6914,,,
12129,14/20-1,32.453,100.8251,,0.6586,,,
12130,14/20-1,32.0033,104.3513,,0.6312,,,
12131,14/20-1,30.8901,104.5548,,0.6038,,,
12132,14/20-1,29.7214,104.3056,,0.5764,,,
12133,14/20-1,29.183,104.4034,,0.5542,,,
12134,14/20-1,29.1804,104.6605,,0.5359,,,
12135,14/20-1,28.9674,105.0215,,0.5176,,,
12136,14/20-1,28.4225,104.999,,0.4994,,,
12137,14/20-1,27.8264,102.504,,0.4811,,,
12138,14/20-1,27.568,94.6169,,0.4628,,,
12139,14/20-1,27.6667,92.2941,,0.4445,,,
12140,14/20-1,28.3916,96.4009,,0.4285,,,
12141,14/20-1,29.2668,104.3506,,0.4184,,,
12142,14/20-1,29.9152,107.8835,,0.4159,,,
12143,14/20-1,30.5421,109.2532,,0.4178,,,
12144,14/20-1,31.3943,109.9006,,0.4242,,,
12145,14/20-1,32.558,110.082,,0.4329,,,
12146,14/20-1,33.8984,110.5503,,0.444,,,
12147,14/20-1,35.2113,110.9846,,0.4524,,,
12148,14/20-1,35.9471,111.299,,0.4592,,,
12149,14/20-1,36.2814,111.694,,0.4648,,,
12150,14/20-1,36.5151,111.7472,,0.4691,,,
12151,14/20-1,37.0643,111.2979,,0.4691,,,
12152,14/20-1,37.5426,110.5029,,0.4691,,,
12153,14/20-1,37.271,109.7451,,0.4691,,,
12154,14/20-1,36.3394,109.2668,,0.4695,,,
12155,14/20-1,35.6499,108.8411,,0.4717,,,
12156,14/20-1,35.3868,108.7906,,0.473,,,
12157,14/20-1,35.5166,109.3324,,0.4708,,,
12158,14/20-1,35.8192,110.0924,,0.4673,,,
12159,14/20-1,36.1454,110.0773,,0.4586,,,
12160,14/20-1,36.305,109.4415,,0.4481,,,
12161,14/20-1,36.4634,108.9741,,0.4372,,,
12162,14/20-1,36.4249,108.9519,,0.4312,,,
12163,14/20-1,36.1417,109.8879,,0.4282,,,
12164,14/20-1,35.0872,111.0882,,0.4305,,,
12165,14/20-1,33.9438,111.8707,,0.4428,,,
12166,14/20-1,33.2897,111.7092,,0.4647,,,
12167,14/20-1,33.1921,110.7189,,0.5017,,,
12168,14/20-1,33.5884,109.6402,,0.5398,,,
12169,14/20-1,35.0309,108.708,,0.5779,,,
12170,14/20-1,36.6299,107.5757,,0.6159,,,
12171,14/20-1,38.3665,105.6449,,0.654,,,
12172,14/20-1,40.3225,97.3029,,0.6921,,,
12173,14/20-1,43.2936,85.3646,,0.7301,,,
12174,14/20-1,46.5237,82.5421,,0.7682,,,
12175,14/20-1,49.7836,86.0374,,0.8076,,,
12176,14/20-1,53.0408,94.9213,,0.8546,,,
12177,14/20-1,54.9023,102.5738,,0.9021,,,
12178,14/20-1,55.9834,105.7041,,0.9496,,,
12179,14/20-1,57.529,108.79,,0.997,,,
12180,14/20-1,60.5044,113.2438,,1.0445,,,
12181,14/20-1,63.8266,118.5319,,1.092,,,
12182,14/20-1,65.9926,123.0748,,1.1395,,,
12183,14/20-1,65.9279,120.3729,,1.187,,,
12184,14/20-1,64.782,116.7967,,1.2348,,,
12185,14/20-1,62.1353,113.3687,,1.2842,,,
12186,14/20-1,59.4892,109.9436,,1.3247,,,
12187,14/20-1,56.839,106.9057,,1.3535,,,
12188,14/20-1,54.195,104.3248,,1.3862,,,
12189,14/20-1,52.2254,102.6112,,1.4293,,,
12190,14/20-1,51.4502,103.2544,,1.4909,,,
12191,14/20-1,51.0008,106.2779,,1.5833,,,
12192,14/20-1,50.5463,109.0495,,1.7391,,,
