OBJECTID,WELLREGNO,SOURCE_OF_WELL,LR_WELLTOPS,GEOSTRAT_CG_AGES,GEOSTRAT_CG_DSB,GEOSTRAT_CG_FORMATIONS,GEOSTRAT_CG_MEMBERS,GEOSTRAT_CG_SEQUENCES,CGG_COREANALYSIS,CGG_GEOTHERMAL,CGG_PRESSURE,CGG_LOGS,JDWL_2016,LR_MEMBERS,LR_MEMBERS_SAND,LR_FORMATIONS,LR_FORMATIONS_SAND,LR_GROUPS,LR_GROUPS_SAND,LR_DST,LR_HO,SHELL_OIL_DATA,SHELL_GAS_DATA,SHELL_ROCK_DATA,SHELL_ROCK_EXTRACT,APT_WOSI,TNO_HYPOLIAS,Heriot Watt Well Summaries,PGS_RESERVOIR,IGI_21CXRM,OGA_WELLREP_2016,DURHAM_NAWAB,x,y
5087,48/17a- 8,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.278712770000027,53.49593931999999
5124,48/24a- 4,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.7103585570000064,53.20372582300001
5125,48/24b- 2,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,,,,,,,,1.7763693470000135,53.32324544300002
5127,48/25a- 4,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,Yes,,,,,,,,,1.8842332730000066,53.313401356999975
5128,48/25b- 2,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,Yes,,,,,,,,,,1.9799597730000187,53.24471722499999
5129,48/25b- 3,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,Yes,,,,,,,,,,1.9470142530000203,53.267495586999985
5130,48/25b- 5,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.9393378809999717,53.30484370900001
5132,48/25c- 6,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.87684115899998,53.31133720600002
5133,48/27a- 1,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,1.3117531849999864,53.13473402699998
5167,9/13b- 53,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,1.423558703000026,59.57735047800003
5192,48/17a-L2,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.3739098749999812,53.40918760400001
5193,48/17b- 3,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,Yes,,,,,,,,,,1.3026620439999874,53.44365289900003
5194,48/17b- 5,OGA Offshore Wells,,,,,,,Yes,,,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,1.2722152719999826,53.41402058699998
5195,48/17b- 7,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.2109052530000213,53.49241042
5196,48/17b- 7Z,OGA Offshore Wells,,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.2109052530000213,53.49241042
5197,48/18a- 10,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.412218273999997,53.425383571
5198,48/18a- 11,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,1.4169672539999851,53.460439764
5205,49/22- 16,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.2326518869999745,53.24541211899998
5208,49/22- 18,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.3226804359999846,53.29759183099998
5212,53/03c- 3,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.5941569569999956,52.914932534
5303,48/06- 26,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.0359639829999878,53.797818345999985
5304,48/06- 27,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.0066393320000202,53.82611393000002
5333,53/05b- 5,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,2.983162799000013,52.96868861399997
5348,49/07a- 3,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.328431959999989,53.692658790999985
5351,49/08b- 3,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.448111467999979,53.73736262099999
5352,49/08c- 4,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.4733580170000096,53.80142301699999
5355,49/09a- 5,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.64762657,53.763297738999995
5357,49/09b- 2,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.7525319769999896,53.831395171999986
5359,49/10- 1,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,,,Yes,,Yes,,Yes,Yes,,,Yes,,,,,,,,,2.865455517999976,53.71548462599998
5424,44/24- 4,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.7417624739999837,54.26570947800002
5431,44/26- 2,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,2.0397120580000205,54.08227334100002
5460,49/26- 25,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,,,Yes,,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,2.184644128000002,53.008869941
5465,49/26- 29,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.045897047999972,53.000143089000005
5477,48/22b- 5,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.33578774099999,53.198068342
5545,44/28- 4,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,Yes,Yes,,,,,,,,,2.40458086000001,54.120194782
5556,48/29- 7,OGA Offshore Wells,,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,1.7426532410000277,53.11184923100001
5558,48/29- 9,OGA Offshore Wells,Yes,,,,,,,,,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,1.6926194860000123,53.12932422199998
5563,48/30- 11,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.8876017950000232,53.078043794999985
5718,48/18c- 8,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.4415269469999998,53.333296926
5720,48/19a- 2A,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,Yes,,,,,,,,,,1.7324186590000181,53.46741562
5721,48/19a- 3,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,1.7783108909999896,53.40149800299997
5774,44/28a- 6,OGA Offshore Wells,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,2.56839745100001,54.10494814499998
5775,44/28d- 5,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.439068211999995,54.135506685999985
5824,42/15a- 2,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,Yes,,,,,0.8496888369999738,54.66301782199997
5825,42/15b- 1,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,0.9028353819999779,54.5420254
5826,42/18- 1,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,0.46694255800002793,54.346679741
5859,49/28- 2,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,2.4341447809999863,53.02157616599999
5861,49/28- 4,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,2.530867084000022,53.08766238599998
5867,49/29- 1,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,,,Yes,,Yes,,,Yes,,Yes,,,,,,,,,,2.7196443440000166,53.16339195699999
5877,49/30- 3,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,2.877513498999974,53.12191738400003
5884,48/09- 1,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,,,,,,,1.7422704580000072,53.75787022100002
5885,48/09- 2,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.7061034769999992,53.760869903000014
5886,48/09- 3,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.7061584809999886,53.76078690000003
5889,48/10a- 7,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,1.8916384839999978,53.68514755299998
5890,48/10b- 10,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.912720888000024,53.71925991299997
5891,48/10b- 2,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,Yes,,,,,,,,,,1.858141417000013,53.72343142400001
5898,49/22- 2,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,,,Yes,,Yes,,Yes,Yes,,Yes,,,,,,,,,,2.361144373000002,53.329310297000006
5899,49/22- 3,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.288720593999983,53.234562402999984
5909,49/23- 4,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,,2.427151545000015,53.24806640600002
5969,54/01b- 4,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,3.0846774990000085,52.99448557599999
6010,15/29-2ST,Location and Name from CGG,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,0.6475500380000199,58.097952136
6022,49/16- 15,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.101819526999975,53.47117696599997
6025,49/24- 17,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,2.6504780370000276,53.183111818999976
6106,21/19-5Z,Location and Name from CGG,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,0.7676936249999926,57.41695668900002
6127,49/16- 12,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.043604687000027,53.484277728999984
6242,47/02- 1,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,0.39712294499997824,53.87780246900002
6244,47/03- 2,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,,,Yes,,Yes,,Yes,Yes,,,Yes,,,,,,,,,0.5404190840000069,53.91609341200001
6247,47/03a- 7,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,,Yes,,Yes,,,,,,,,,,0.40253908699997965,53.906998488
6248,47/03b- 4,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,0.579961351999998,53.877027597999984
6249,47/03b- 5,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,,,,,,,,0.519235736999974,53.91133300600001
6250,47/03b- 6A,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,0.5263741040000127,53.935111870000014
6251,47/03c- 3,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,0.5979305469999758,53.97283595099998
6252,47/03e- 8,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,0.48388833199999226,53.898224159999984
6253,47/03e- 9,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,0.4520486339999934,53.89629872199998
6254,47/04- 1,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,,,,,Yes,Yes,,Yes,,,Yes,,,,,,,,,0.70943483100001,53.92548870799999
6255,47/04a- 2,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,0.600014869000006,53.93525174199999
6314,48/10b- 3,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.8311360989999912,53.712952770000015
6315,48/10b- 4,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,Yes,,,,,,,,,1.8872998019999727,53.825124098
6316,48/10b- 5,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.9307745770000224,53.77295588300001
6317,48/10b- 6,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.8485239569999976,53.730314539000005
6318,48/10b- 8,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.8618974620000017,53.72486451399999
6322,48/11a- 11,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.1207617800000094,53.562967668
6323,48/11a- 12,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,1.1558547289999979,53.65118094899998
6324,48/11a- 9,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.121985546000019,53.540466950999985
6325,48/11a-B1,OGA Offshore Wells,,,,,,,Yes,Yes,,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,1.1592369719999738,53.524244855999996
6327,48/11b- 10,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,Yes,,,,,,,,,,1.0438986359999944,53.57202307
6328,48/11b- 3,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,,,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,1.0304806230000167,53.623440587000005
6329,48/11b- 4,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,Yes,,,,,,,,,,1.0743174369999906,53.53935536099999
6330,48/11b- 5,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.1339027679999845,53.51185515899999
6331,48/11b- 6,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,1.0515664220000076,53.553660562000005
6332,48/11b- 8,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.0956503649999831,53.55721719000002
6335,48/24a- 3,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,Yes,,,,,,,,,1.7400661099999866,53.20885232799998
6411,49/16- 3,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,2.1534550060000015,53.433069312999976
6412,49/16- 4,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,,,Yes,,Yes,,Yes,Yes,,Yes,,,,,,,,,,2.1861813570000095,53.352867076999985
6414,49/16- 6,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.175262796000027,53.48758833800002
6431,49/17- 8,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.3097723669999937,53.353052486000024
6432,49/17- 9,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,,,,,Yes,,Yes,Yes,,,,,,,,,,,,2.269872025999973,53.427548457
6442,48/13b- 3,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.4470772500000066,53.51383084700001
6443,48/13b- 8,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,1.522635383000022,53.50438741099998
6444,48/14- 1,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,Yes,,,,,,,,,,1.6818525180000279,53.55755197399998
6446,48/14- 3,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,1.6651909870000168,53.59225291500002
6447,48/14- 4,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,1.7912524980000057,53.51669589900001
6448,48/15a- 1,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,,,,,,,,1.9254754080000112,53.589699818999975
6449,48/15a- 2,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.991671709000002,53.56850588399999
6450,48/15a- 3,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,Yes,,,,,,,,,,1.9731153039999754,53.597978635000004
6451,48/15a- 3Y,OGA Offshore Wells,,,,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.9731153039999754,53.597978635000004
6452,48/15a- 3Z,OGA Offshore Wells,,,,,,,Yes,Yes,,Yes,,,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.9731153039999754,53.597978635000004
6453,48/15a- 4,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,1.96303272199998,53.546448836000025
6454,48/15a- 5,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,Yes,,,,,,,,,,1.8195586549999803,53.50216775000001
6463,48/30- 8,OGA Offshore Wells,,,,,,,Yes,Yes,,Yes,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,1.8497676289999845,53.08612762400003
6464,48/30- 9,OGA Offshore Wells,,,,,,,Yes,Yes,,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,1.874435826000024,53.03504226199999
6466,49/01- 2,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.1879981629999747,53.94815960300002
6554,11/25-2ST,Location and Name from CGG,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,-3.142747000999975,58.312000504000025
6579,49/02- 4,OGA Offshore Wells,Yes,,,,,,,,,Yes,,,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.3093118699999877,53.926686281
6580,49/02a- 5,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.223885031000009,53.948744033000025
6585,49/03- 3,OGA Offshore Wells,Yes,,,,,,,,,Yes,,,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.5547636869999906,53.99620138
6649,9/13a- 39,OGA Offshore Wells,Yes,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,1.4457285230000139,59.531682021999984
6667,47/04b- 4,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,0.7858784530000094,53.991310768000005
6668,47/04b- 5,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,0.7661009529999774,53.991977557999974
6669,47/04b- 6,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,0.7891067990000238,53.98336554399998
6671,47/05a- 2,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,0.916650006999987,53.860619009000004
6672,47/05a- 4,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,0.8120747059999758,53.97294947199998
6673,47/05b- 5,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,,,Yes,,Yes,,,Yes,,,,,,,,,,,,0.9470239839999977,53.913033084000006
6674,47/05d- 6,OGA Offshore Wells,,,,,,,Yes,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,0.8068518750000067,53.84522221999998
6677,47/08a- 3,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,,,Yes,,Yes,,,Yes,,,,,,,,,,,,0.48707380600001215,53.76757792699999
6680,49/27-H2,OGA Offshore Wells,Yes,,,,,,,,,Yes,,,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.2137229840000145,53.00396211200001
6732,49/18- 5Z,OGA Offshore Wells,,,,,,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.4283344290000173,53.47402677000002
6743,48/11c- 13,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.1474351680000154,53.60122922300002
6745,48/12- 2,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,Yes,,,,,,,,,,1.3881000079999808,53.53896298400002
6790,9/02b- 4,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,1.2291549939999982,59.88923892299999
6799,9/04- 1,OGA Offshore Wells,Yes,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,1.687595822999981,59.89534284000001
6812,LF/25- 7,OGA Onshore Wells,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,-3.108161246999998,56.17902063299999
