OBJECTID,WELLREGNO,SOURCE_OF_WELL,LR_WELLTOPS,GEOSTRAT_CG_AGES,GEOSTRAT_CG_DSB,GEOSTRAT_CG_FORMATIONS,GEOSTRAT_CG_MEMBERS,GEOSTRAT_CG_SEQUENCES,CGG_COREANALYSIS,CGG_GEOTHERMAL,CGG_PRESSURE,CGG_LOGS,JDWL_2016,LR_MEMBERS,LR_MEMBERS_SAND,LR_FORMATIONS,LR_FORMATIONS_SAND,LR_GROUPS,LR_GROUPS_SAND,LR_DST,LR_HO,SHELL_OIL_DATA,SHELL_GAS_DATA,SHELL_ROCK_DATA,SHELL_ROCK_EXTRACT,APT_WOSI,TNO_HYPOLIAS,Heriot Watt Well Summaries,PGS_RESERVOIR,IGI_21CXRM,OGA_WELLREP_2016,DURHAM_NAWAB,x,y
1558,21/11- 4,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,,,,,,,,0.0964688550000119,57.52029103900003
1622,205/24- 1,OGA Offshore Wells,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,-3.362051398999995,60.29514186
1624,16/22- 2,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,,,,,,,,1.3722506909999765,58.21764608799998
1629,16/22- 7,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,1.2420625409999957,58.254200841
1694,21/16- 4,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,,,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,0.126646017999974,57.41760472200002
1697,21/17- 1,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,Yes,,,,,,,,,0.281761739999979,57.40165406400001
1699,21/17- 3,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,,Yes,,,,,,,,,0.3549036090000186,57.44992469900001
1703,21/17b- 5,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,Yes,Yes,,,,,,,,0.34740745400000606,57.35428217200001
1711,21/18- 7,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,Yes,,,,,,,,,0.5365214060000199,57.40173119999997
1712,21/18- 8,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,Yes,Yes,,,,,,,,0.4746861190000118,57.41750900699998
1714,21/16- 3,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,0.15975718900000402,57.48090940600002
1736,21/05a- 6Z,OGA Offshore Wells,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,0.8740160720000176,57.96920689199999
1758,21/25- 11,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,Yes,,,,,,,,,0.9681120280000073,57.27552594000002
1770,21/27- 1A,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,0.3394473960000255,57.06310566500002
1787,21/01- 1,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,,Yes,,,,,,,,,-0.0005141280000202642,57.89960354599998
1790,21/22- 1,OGA Offshore Wells,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,0.20340494800001352,57.324668336
1797,21/23a- 8Z,OGA Offshore Wells,Yes,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,0.4628289099999847,57.24832979299998
1866,21/29a- 3,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,,,,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,0.6497606849999897,57.05758126500001
1871,21/29b- 2,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,Yes,,,,,,,,,0.7027463690000104,57.050195648
1890,21/30- 25,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,0.9083097739999744,57.049290117
1910,21/23b- 1,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,0.4888700700000186,57.28469841499998
1923,21/24- 7,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,0.6353191690000131,57.23029226
1924,21/24- 7Z,OGA Offshore Wells,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,0.6353191690000131,57.23029226
1955,22/04b- 6,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,1.6160970679999878,57.87647355600001
1966,22/05b- 4,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.8368949939999766,57.92504599900002
1970,22/05b- 9,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,Yes,,,,,,,,,1.85149458799998,57.943877864
2107,21/19- 1A,OGA Offshore Wells,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,0.6199813540000036,57.478656992000026
2108,21/19- 2,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,0.6329132910000226,57.39331507899999
2111,21/19- 5,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,,,,,,,,Yes,,,,Yes,,,,,,,,0.7676938449999966,57.41695657899999
2116,21/20a- 5,OGA Offshore Wells,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,,Yes,,,,,,,,,0.933203036000009,57.373374031000026
2124,21/20f- 7,OGA Offshore Wells,Yes,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,0.9523995650000074,57.468377686999986
2159,22/02- 3,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,Yes,,,,,,,,,1.2815023350000274,57.869324232
2194,23/11- 1,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,2.0932225789999848,57.57725640799998
2196,23/11- 3,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,2.0865902849999998,57.604118303999996
2198,23/11- 4,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,2.0687922019999974,57.54626899099998
2282,22/11- 9,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,1.178473543999985,57.63521947100003
2283,22/11b- 13,OGA Offshore Wells,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,1.1171633129999918,57.55460180699998
2284,22/12a- 1,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,,,,,,,,,,,1.3533781130000193,57.63782469099999
2285,22/12a- 10,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.2787513409999747,57.53742814999998
2290,22/12a- 2,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.3018133570000145,57.62301752799999
2291,22/12a- 3,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.3724751620000006,57.64878332000001
2297,22/12b- 7A,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,1.368610832999991,57.51133729600002
2298,22/13a- 1,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,,Yes,,,,,,,,,1.4153752849999819,57.625714002999985
2299,22/13a- 2,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.4167235699999878,57.64355066600001
2302,22/13b- 3,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,Yes,,,,,,,,,1.5073485319999804,57.60716044399999
2303,22/13b- 5,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.4677421750000121,57.637942081000006
2321,22/22a- 7,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,1.3628705859999855,57.296890494000024
2330,22/22c- 3,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,1.3403577089999885,57.18204109800001
2333,22/23a- 2,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.5873143910000067,57.30090134599999
2334,22/23a- 3,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,1.5033411140000226,57.30189137000002
2340,23/21- 6Z,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,2.1874474329999885,57.25256078899997
2358,23/22b- 4,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.2761442070000157,57.24298849899998
2362,23/26a- 10,OGA Offshore Wells,Yes,,,,,,,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.0717725929999915,57.072520940000004
2363,23/26a- 10Z,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,2.0717725929999915,57.072520940000004
2367,23/26a- 13,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,2.064241992999996,57.082438206000006
2378,22/14b- 4,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,Yes,,,,,,,,,1.6672394970000255,57.567297929999995
2393,22/15- 1,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,1.852572914999996,57.557017787999996
2394,22/15- 2,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,,,,,,,,1.8613590890000182,57.630510560999994
2417,22/08a- 2,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,1.5913447789999964,57.773454501
2418,22/08a- 3,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,,,,,,,1.48240529200001,57.71559807800003
2419,22/08a- 4,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.4705330410000101,57.737588732999995
2420,22/09- 1,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,1.7940140609999844,57.70701853100002
2433,22/10b- 6,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.9075844930000017,57.67465271999998
2440,22/11- 3Z,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.037030905999984,57.632028632000015
2445,22/23b- 5,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,,,,,,,,,,,1.4815609600000244,57.16951635200002
2449,29/04a- 2,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,,,,,,,1.774243915999989,56.841504137000015
2453,29/05a- 1,OGA Offshore Wells,Yes,,Yes,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,,,,,,,,1.8131610840000008,56.837976475999994
2455,29/05a- 5,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,Yes,,,,,,,,,1.8462990460000128,56.83580479400001
2456,29/05a- 7,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,1.8740517080000245,56.837616189000016
2466,22/24a- 1,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,1.6450555540000096,57.285712493999995
2467,22/24a- 2,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,Yes,,,,,,,,,,1.697406691000026,57.292071351999994
2468,22/24a- 3,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,Yes,,,,,,,,,,,1.6587334100000248,57.298141106
2469,22/24a- 3Z,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,1.6587334100000248,57.298141106
2470,22/24a- 6,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,Yes,,,,,,,,,,1.7350798389999795,57.28859467900003
2475,22/24b- 8,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,1.776697974000001,57.28804715899997
2477,22/24c- 11,OGA Offshore Wells,Yes,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,1.778706050999972,57.23850140000002
2482,22/25a- 10Y,OGA Offshore Wells,,,,,,,Yes,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,1.914051846999996,57.184863092
2483,22/25a- 10Z,OGA Offshore Wells,,,,,,,,,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,1.914051846999996,57.184863092
2487,22/25a- 9Z,OGA Offshore Wells,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,1.8868838689999734,57.19108999100001
2488,22/25b- 2,OGA Offshore Wells,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,Yes,,,,,,,,,1.8203102360000116,57.28571459800003
2490,22/25b- 4Z,OGA Offshore Wells,Yes,,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,,,,,Yes,,,,,,,,,1.8118896610000093,57.17154639099999
2499,29/06a- 1,OGA Offshore Wells,Yes,,,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.1545613810000077,56.82294003999999
2500,29/06a- 3,OGA Offshore Wells,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,,,,,,,,,,,1.1095799049999755,56.830445763
2504,29/06b- 2,OGA Offshore Wells,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,1.0267979910000236,56.799476664
2508,29/07- 1,OGA Offshore Wells,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,Yes,,Yes,Yes,,,,,,,,1.2681938489999993,56.78550408000001
2511,29/07- 3,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,Yes,,,,,,,,1.2712257819999877,56.81417713500002
2512,29/07- 4,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,1.2231924060000097,56.717004109000015
2513,29/07- 5,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,1.3691928480000115,56.72630319299998
2515,29/07- 7,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,,,,,,,,1.308611524000014,56.719802234999975
2519,29/08b- 1,OGA Offshore Wells,Yes,Yes,,Yes,,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,1.5603279509999766,56.673272603999976
2522,29/08b- 5,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.4573711020000246,56.727651299
2523,29/09a- 1,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,1.7205069419999859,56.83031109699999
2524,29/09a- 5,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.789274976999991,56.824761720000026
2536,22/27a- 2,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,,,,,,,,1.3548397659999978,57.018121407000024
2537,22/27a- 3,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.3365668129999904,57.00508172100001
2541,22/28a- 1,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,,,,,,,1.4773654050000005,57.08214817099997
2544,22/28b- 2,OGA Offshore Wells,Yes,,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.4690190410000241,57.036332431999995
2547,22/29- 2Z,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,1.6446559500000149,57.15330473099999
2548,22/29- 3,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,1.6756450380000274,57.14679087000002
2550,22/29- 5,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.7827818229999934,57.148406212
2554,22/29- 6Y,OGA Offshore Wells,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,Yes,,Yes,Yes,,,,,,,,1.7869126879999726,57.080301819
2568,22/17- 3,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,1.230108979000022,57.419454299999984
2572,22/17- 4,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,1.2969666320000215,57.39840035200001
2580,22/18- 1,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,,,,,,,,,,,1.4063783459999968,57.379073979
2591,23/16d- 6,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,2.128645920999986,57.42248122299998
2597,23/21- 1,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,2.1599580399999923,57.293301930999974
2601,22/18- 3,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,1.5511078590000125,57.459800640000026
2602,22/18- 4,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.4809994249999932,57.376878800999975
2603,22/18- 5,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.5335085329999742,57.40811556099999
2604,22/18- 6,OGA Offshore Wells,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,1.4518688140000222,57.37287530499998
2605,22/19- 1,OGA Offshore Wells,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,,Yes,,,,,,,,,1.6151910319999843,57.35202052300002
2606,22/19- 2,OGA Offshore Wells,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,Yes,,,,,,,,,1.7404396630000178,57.46631515600001
2607,22/19a- 3,OGA Offshore Wells,Yes,,,Yes,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,1.7435526329999789,57.42071854599999
2610,22/19b- 5Z,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,1.7313997480000012,57.337178385000016
2612,22/20- 1,OGA Offshore Wells,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,1.906038001000013,57.469084244999976
2617,3/27- 1,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.3850089129999787,60.00133814200001
2620,3/28- 1,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,1.422184245999972,60.01615616999999
2621,3/28a- 2,OGA Offshore Wells,Yes,,,,,,,Yes,Yes,Yes,,,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.422704624000005,60.008838896999976
2625,3/28c- 5,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,1.5269918079999911,60.14595944500002
2638,30/01a- 11,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,2.0295464669999888,56.94747496100001
2640,30/01c- 2A,OGA Offshore Wells,Yes,,,Yes,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,2.1607939209999927,56.94851755799999
2646,30/01c- 9,OGA Offshore Wells,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,2.1669832140000267,56.84427890799998
2683,22/30a- 16,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,1.938465554000004,57.109317670999985
2684,22/30a- 17,OGA Offshore Wells,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,Yes,,,,,,,,,,1.8687553170000228,57.14340506100001
2685,22/30a- 2,OGA Offshore Wells,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,1.8083715490000145,57.14732047899997
2687,22/30a- 6,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,1.8083438699999874,57.13937619400002
2703,28/05a- 4,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,Yes,,,,,,,,,0.9772188050000068,56.94546425200002
2705,28/05a- 6,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,0.9435212579999757,56.86315291699998
2712,28/09- 4,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,0.6592763470000023,56.752470543000015
2717,28/10- 1,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,0.9537608389999832,56.78082811899998
2723,29/01a- 7,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,Yes,,,Yes,Yes,,,,,,,,,,,1.0444334420000132,56.898988411999994
2728,29/01b- 3,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.1015593100000274,56.84005100799999
2729,29/01b- 5,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,1.0291906510000217,56.90871357399999
2730,29/01b- 6,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,Yes,,,,,,,,,,,1.0131721430000198,56.910941459000014
2737,29/02a- 10,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.2884130059999848,56.993700734000015
2738,29/02a- 2,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,,,,,,,,,,,1.2983668040000111,56.85632595999999
2739,29/02a- 3,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,Yes,,,,,,,,,1.2821472489999906,56.83460899200003
